location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,1.4741662629021675,2.0485122202785764,2.751194553566601,4921.5,6838.9523935063,9184.85542378513,1.47,2.05,2.75,4922,6839,9185,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
US,1,0.9845747244050439,1.9190691326330198,2.8808476709641493,3287,6406.80700266453,9617.70199837424,0.98,1.92,2.88,3287,6407,9618,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
US,2,0.6760335078186257,1.9323065248363063,3.139136936953107,2256.936,6451,10480,0.68,1.93,3.14,2257,6451,10480,wk inc covid hosp,2025-04-19,2025-04-05,2025-04-02,"April 19, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alabama,0,2.314923349552837,3.3286413153875896,4.816027012434984,118,169.672864240454,245.490282681326,2.31,3.33,4.82,118,170,245,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alabama,1,1.6942884759388241,3.022988061699122,4.897700064553619,86.364,154.092614491707,249.653452987531,1.69,3.02,4.9,86,154,250,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alabama,2,1.3543341152352364,2.9040702972417494,5.049749653871797,69.035298999696,148.030946744185,257.403969454096,1.35,2.9,5.05,69,148,257,wk inc covid hosp,2025-04-19,2025-04-05,2025-04-02,"April 19, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alaska,0,0.34342575233487893,0.982663833236894,2.4937987720629016,2.44419885620009,6.99372659416863,17.7486401786366,0.34,0.98,2.49,2,7,18,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alaska,1,0.2697770465705237,1.0134685172696938,2.7467609746090758,1.92003291591754,7.21296691894531,19.549,0.27,1.01,2.75,2,7,20,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Alaska,2,0.14050646962039368,0.975735248221295,2.8886948162160624,1,6.94441509246826,20.5591587634395,0.14,0.98,2.89,1,7,21,wk inc covid hosp,2025-04-19,2025-04-05,2025-04-02,"April 19, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arizona,0,1.4297186718291202,2.2524813037307836,3.1596017656234934,106,167,234.254328320138,1.43,2.25,3.16,106,167,234,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arizona,1,0.9652624221646319,2.1416151784417847,3.4163648214455504,71.565,158.780334472656,253.290859389791,0.97,2.14,3.42,72,159,253,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arizona,2,0.720004974341945,2.131090095745292,3.36496373525666,53.3815,158,249.479959215247,0.72,2.13,3.36,53,158,249,wk inc covid hosp,2025-04-19,2025-04-05,2025-04-02,"April 19, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arkansas,0,0.7831439354727746,1.6204269946869165,2.894392648124212,23.9953422283413,49.6494942147284,88.6834960842903,0.78,1.62,2.89,24,50,89,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arkansas,1,0.5304690392464236,1.565857554273816,2.7995209819154816,16.253444049941,47.9774996571367,85.7766510008547,0.53,1.57,2.8,16,48,86,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
Arkansas,2,0.3865900590976072,1.4838211659607974,2.9373598226617963,11.8450266291365,45.463924407959,90,0.39,1.48,2.94,12,45,90,wk inc covid hosp,2025-04-19,2025-04-05,2025-04-02,"April 19, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
California,0,0.7638939023048515,1.254243599294873,1.8356903750048053,296.606122312769,487,712.765218120252,0.76,1.25,1.84,297,487,713,wk inc covid hosp,2025-04-05,2025-04-05,2025-04-02,"April 05, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
California,1,0.5832541790585463,1.195008275303534,1.983095629275261,226.467,464,770,0.58,1.2,1.98,226,464,770,wk inc covid hosp,2025-04-12,2025-04-05,2025-04-02,"April 12, 2025","April 02, 2025","April 05, 2025",CovidHub-ensemble
