week_ending_date,location,location_name,target,target_data_type,value
2025-01-25,37,North Carolina,wk inc covid hosp,hosp,414
2025-01-25,38,North Dakota,wk inc covid hosp,hosp,24
2025-01-25,39,Ohio,wk inc covid hosp,hosp,674
2025-01-25,40,Oklahoma,wk inc covid hosp,hosp,167
2025-01-25,41,Oregon,wk inc covid hosp,hosp,51
2025-01-25,42,Pennsylvania,wk inc covid hosp,hosp,1443
2025-01-25,44,Rhode Island,wk inc covid hosp,hosp,60
2025-01-25,45,South Carolina,wk inc covid hosp,hosp,153
2025-01-25,46,South Dakota,wk inc covid hosp,hosp,38
2025-01-25,47,Tennessee,wk inc covid hosp,hosp,209
2025-01-25,48,Texas,wk inc covid hosp,hosp,664
2025-01-25,49,Utah,wk inc covid hosp,hosp,49
2025-01-25,50,Vermont,wk inc covid hosp,hosp,31
2025-01-25,51,Virginia,wk inc covid hosp,hosp,219
2025-01-25,53,Washington,wk inc covid hosp,hosp,100
2025-01-25,54,West Virginia,wk inc covid hosp,hosp,111
2025-01-25,55,Wisconsin,wk inc covid hosp,hosp,346
2025-01-25,56,Wyoming,wk inc covid hosp,hosp,30
2025-01-25,72,Puerto Rico,wk inc covid hosp,hosp,62
2025-01-25,US,United States,wk inc covid hosp,hosp,12440
2025-02-01,01,Alabama,wk inc covid hosp,hosp,212
2025-02-01,02,Alaska,wk inc covid hosp,hosp,8
2025-02-01,04,Arizona,wk inc covid hosp,hosp,401
2025-02-01,05,Arkansas,wk inc covid hosp,hosp,77
2025-02-01,06,California,wk inc covid hosp,hosp,910
2025-02-01,08,Colorado,wk inc covid hosp,hosp,153
2025-02-01,09,Connecticut,wk inc covid hosp,hosp,174
2025-02-01,10,Delaware,wk inc covid hosp,hosp,32
2025-02-01,11,District of Columbia,wk inc covid hosp,hosp,30
2025-02-01,12,Florida,wk inc covid hosp,hosp,611
2025-02-01,13,Georgia,wk inc covid hosp,hosp,279
2025-02-01,15,Hawaii,wk inc covid hosp,hosp,10
2025-02-01,16,Idaho,wk inc covid hosp,hosp,25
2025-02-01,17,Illinois,wk inc covid hosp,hosp,596
2025-02-01,18,Indiana,wk inc covid hosp,hosp,357
2025-02-01,19,Iowa,wk inc covid hosp,hosp,130
2025-02-01,20,Kansas,wk inc covid hosp,hosp,95
2025-02-01,21,Kentucky,wk inc covid hosp,hosp,193
2025-02-01,22,Louisiana,wk inc covid hosp,hosp,151
2025-02-01,23,Maine,wk inc covid hosp,hosp,46
2025-02-01,24,Maryland,wk inc covid hosp,hosp,190
2025-02-01,25,Massachusetts,wk inc covid hosp,hosp,349
2025-02-01,26,Michigan,wk inc covid hosp,hosp,628
2025-02-01,27,Minnesota,wk inc covid hosp,hosp,215
2025-02-01,28,Mississippi,wk inc covid hosp,hosp,115
2025-02-01,29,Missouri,wk inc covid hosp,hosp,190
2025-02-01,30,Montana,wk inc covid hosp,hosp,11
2025-02-01,31,Nebraska,wk inc covid hosp,hosp,74
2025-02-01,32,Nevada,wk inc covid hosp,hosp,43
2025-02-01,33,New Hampshire,wk inc covid hosp,hosp,64
2025-02-01,34,New Jersey,wk inc covid hosp,hosp,468
2025-02-01,35,New Mexico,wk inc covid hosp,hosp,55
2025-02-01,36,New York,wk inc covid hosp,hosp,777
2025-02-01,37,North Carolina,wk inc covid hosp,hosp,396
2025-02-01,38,North Dakota,wk inc covid hosp,hosp,22
2025-02-01,39,Ohio,wk inc covid hosp,hosp,679
2025-02-01,40,Oklahoma,wk inc covid hosp,hosp,171
2025-02-01,41,Oregon,wk inc covid hosp,hosp,63
2025-02-01,42,Pennsylvania,wk inc covid hosp,hosp,1498
2025-02-01,44,Rhode Island,wk inc covid hosp,hosp,60
2025-02-01,45,South Carolina,wk inc covid hosp,hosp,194
2025-02-01,46,South Dakota,wk inc covid hosp,hosp,55
2025-02-01,47,Tennessee,wk inc covid hosp,hosp,242
