location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CEPH-Rtrend_covid,5070,6215,6956,7775,9420,5100,6200,7000,7800,9400,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CEPH-Rtrend_covid,4528,6505,7940,9628,13407,4500,6500,7900,9600,13400,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,CEPH-Rtrend_covid,3954,6568,8655,11268,17564,4000,6600,8700,11300,17600,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_E_COVID,0.011007518650546798,0.011734927397010006,0.012149310020659013,0.012542521521404736,0.013343125092423098,0.011,0.012,0.012,0.013,0.013,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_E_COVID,0.011448890146067378,0.014081682454846811,0.015742514351627226,0.01728229580683677,0.021244858910424217,0.011,0.014,0.016,0.017,0.021,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_HE_COVID,6951.775,8220,8937,9740,11310.299999999997,7000,8200,8900,9700,11300,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_HE_COVID,0.010494883960138337,0.011315168970813696,0.011741598170048505,0.012159134989945426,0.012987075873200648,0.01,0.011,0.012,0.012,0.013,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_HE_COVID,7112.625,9360,10706,12208,16063.099999999993,7100,9400,10700,12200,16100,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_HE_COVID,0.009354922971895824,0.01237127747636272,0.013939673640309336,0.015559741750330251,0.019101068493935225,0.0094,0.012,0.014,0.016,0.019,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_H_COVID,7513,8335.75,8822,9328,10506.25,7500,8300,8800,9300,10500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_H_COVID,7733.975,9743,11008.5,12447.75,16331.349999999993,7700,9700,11000,12400,16300,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CMU-TimeSeries,5497.470086363965,7666.385734984685,8752.145817791297,9997.90193883158,13661.26901676518,5500,7700,8800,10000,13700,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CMU-TimeSeries,5329.352964036757,8206.53955663987,9985.44395960409,11922.677663563005,18121.02781328244,5300,8200,10000,11900,18100,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,CMU-TimeSeries,4633.1336655040295,8433.192102344956,11065.4887179174,13746.508850194317,22023.490071536853,4600,8400,11100,13700,22000,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CMU-TimeSeries,0.0061246839415190135,0.00814902178449893,0.009228024619436146,0.010319123562759469,0.012275735582877444,0.0061,0.0081,0.0092,0.01,0.012,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CMU-TimeSeries,0.005396113887915113,0.007960667947423427,0.009894924526188672,0.01181049368452769,0.015505297357213687,0.0054,0.008,0.0099,0.012,0.016,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-17,CMU-TimeSeries,0.004822413524399073,0.007503587720437775,0.010183481426295223,0.013309964699302687,0.01908467029720189,0.0048,0.0075,0.01,0.013,0.019,Carnegie Mellon Delphi Group,2025-12-31,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CovidHub-baseline,5168.200000000001,6425,7016,7607,8863.799999999981,5200,6400,7000,7600,8900,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CovidHub-baseline,3897.7463054630557,6147.05906309063,7016,7883.06144811448,10144.89442444424,3900,6100,7000,7900,10100,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,CovidHub-baseline,3295.627479524795,5925.535910359104,7016,8111.578233282332,10761.19775897758,3300,5900,7000,8100,10800,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CovidHub-baseline,0.004600000000000002,0.007599999999999999,0.0084,0.0092,0.012199999999999997,0.0046,0.0076,0.0084,0.0092,0.012,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CovidHub-baseline,0.0029000000000000015,0.006766001410014096,0.0084,0.010029003790037901,0.013871021960219592,0.0029,0.0068,0.0084,0.01,0.014,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-17,CovidHub-baseline,0.0018228671536715353,0.0063,0.0084,0.010499999999999999,0.015000000000000003,0.0018,0.0063,0.0084,0.01,0.015,CovidHub-hub-models,2025-12-31,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CovidHub-ensemble,5761.53,7298.42584213333,8182.34483333333,8518.3639376312,10044.4587741081,5800,7300,8200,8500,10000,CovidHub,2025-12-31,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CovidHub-ensemble,5618.63994249961,7237.12710198274,8271.14462723917,9452.59285645152,11895,5600,7200,8300,9500,11900,CovidHub,2025-12-31,Ensemble model using CovidHub submissions
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,CovidHub-ensemble,5176.30153899491,7853.64431755306,8951.36116463811,10561.9504122402,13025.1732202503,5200,7900,9000,10600,13000,CovidHub,2025-12-31,Ensemble model using CovidHub submissions
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,NEU_ISI-AdaptiveEnsemble,5815,6948,7346,7747,10012,5800,6900,7300,7700,10000,MOBS Lab at Northeastern University and ISI Foundation,2025-12-31,Adaptive Ensemble
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,NEU_ISI-AdaptiveEnsemble,5777,7174,7882,8373,11895,5800,7200,7900,8400,11900,MOBS Lab at Northeastern University and ISI Foundation,2025-12-31,Adaptive Ensemble
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,NEU_ISI-AdaptiveEnsemble,6173,8420,9003,9648,12821,6200,8400,9000,9600,12800,MOBS Lab at Northeastern University and ISI Foundation,2025-12-31,Adaptive Ensemble
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,OHT_JHU-nbxd,5761.53,7584.29,8680.83,9878.41,12452.1,5800,7600,8700,9900,12500,One Health Trust and Johns Hopkins University,2025-12-31,NBEATS exogenous covariate decoder
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,OHT_JHU-nbxd,6529.09,8983.45,10492.04,12161,15806.68,6500,9000,10500,12200,15800,One Health Trust and Johns Hopkins University,2025-12-31,NBEATS exogenous covariate decoder
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,OHT_JHU-nbxd,6798.25,9589.33,11325.64,13260.24,17523.8,6800,9600,11300,13300,17500,One Health Trust and Johns Hopkins University,2025-12-31,NBEATS exogenous covariate decoder
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,UGA_flucast-INFLAenza,6262,7242,7824,8411.25,9699.549999999992,6300,7200,7800,8400,9700,UGA_flucast,2025-12-31,INFLAenza
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,UGA_flucast-INFLAenza,5877.875,7212,7997,8895,10961.025,5900,7200,8000,8900,11000,UGA_flucast,2025-12-31,INFLAenza
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,UGA_flucast-INFLAenza,5305.875,6824,7746,8791.25,11331.149999999998,5300,6800,7700,8800,11300,UGA_flucast,2025-12-31,INFLAenza
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,UGA_flucast-INFLAenza,0.005602928934844072,0.007272084164355862,0.008341430819690191,0.009512720887109798,0.011919260871154368,0.0056,0.0073,0.0083,0.0095,0.012,UGA_flucast,2025-12-31,INFLAenza
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,UGA_flucast-INFLAenza,0.004538039385501346,0.006336346574996342,0.007427434633348543,0.008698565523149938,0.011592920643018367,0.0045,0.0063,0.0074,0.0087,0.012,UGA_flucast,2025-12-31,INFLAenza
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-17,UGA_flucast-INFLAenza,0.0038878289483850526,0.005789659733669898,0.006933219016507194,0.00831288412543205,0.01173220337677465,0.0039,0.0058,0.0069,0.0083,0.012,UGA_flucast,2025-12-31,INFLAenza
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,UM-DeepOutbreak,4650.741166666664,7298.425842133331,8182.344833333333,8901.9074912,11549.592166666664,4700,7300,8200,8900,11500,"University of Michigan, Computer Science and Engineering",2025-12-31,DeepOutbreak
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,UM-DeepOutbreak,3684.091966666668,5830.264214070836,7678.205083333334,9398.5457192625,11544.717966666669,3700,5800,7700,9400,11500,"University of Michigan, Computer Science and Engineering",2025-12-31,DeepOutbreak
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,UM-DeepOutbreak,2490.7437333333346,3923.5832576666658,8889.643116666666,10870.497875666668,12303.3374,2500,3900,8900,10900,12300,"University of Michigan, Computer Science and Engineering",2025-12-31,DeepOutbreak
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,UMass-ar6_pooled,5610.279924332267,6831.631810093998,7521.488145514353,8200.506131288495,9642.406124003508,5600,6800,7500,8200,9600,UMass-Amherst,2025-12-31,AR(6) model with pooling
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,UMass-ar6_pooled,5618.6399424996125,7237.127101982738,8271.144627239175,9262.677684221651,11346.132583599225,5600,7200,8300,9300,11300,UMass-Amherst,2025-12-31,AR(6) model with pooling
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,UMass-ar6_pooled,5517.081307973103,7627.990863721895,8899.722329276221,10253.402948813651,13123.443850352154,5500,7600,8900,10300,13100,UMass-Amherst,2025-12-31,AR(6) model with pooling
United States,US,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,UMass-gbqr,5790.557433115531,7968.918396598498,8218.460725723258,8518.3639376312,10044.458774108116,5800,8000,8200,8500,10000,UMass-Amherst,2025-12-31,gradient boosting quantile regression
United States,US,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,UMass-gbqr,5483.6058424521125,8091.771908279508,9018.547600243795,9452.592856451522,11184.62497233018,5500,8100,9000,9500,11200,UMass-Amherst,2025-12-31,gradient boosting quantile regression
United States,US,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,UMass-gbqr,5046.728077989827,8079.297771384227,9652.902607151484,10073.22142269039,12926.902590148384,5000,8100,9700,10100,12900,UMass-Amherst,2025-12-31,gradient boosting quantile regression
Alabama,AL,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CEPH-Rtrend_covid,89,104,113,123,143,90,100,110,120,140,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
Alabama,AL,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CEPH-Rtrend_covid,88,116,135,157,202,90,120,140,160,200,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
Alabama,AL,2,wk inc covid hosp,hosp,2026-01-03,2026-01-17,CEPH-Rtrend_covid,84,125,154,188,265,80,120,150,190,260,CEPH Lab at Indiana University,2025-12-31,Rtrend COVID
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_E_COVID,0.008499406920409845,0.010035793023312206,0.0110337850499742,0.012072204796120317,0.014360278085299022,0.0085,0.01,0.011,0.012,0.014,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_ED_Visits_COVID
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_E_COVID,0.008034470723406304,0.012519451163632185,0.01558387635020472,0.01931911938167654,0.029528733904977567,0.008,0.013,0.016,0.019,0.03,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_ED_Visits_COVID
Alabama,AL,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_HE_COVID,76,112,134,163,233,80,110,130,160,230,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_HE_COVID,0.008382956751941976,0.010004599114337489,0.010978073278767826,0.012033779169927003,0.01431204383319409,0.0084,0.01,0.011,0.012,0.014,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,1,wk inc covid hosp,hosp,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_HE_COVID,87.975,142,184,242.25,427.02499999999986,90,140,180,240,430,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-01-03,2026-01-10,CFA_Pyrenew-Pyrenew_HE_COVID,0.008171980860716677,0.012387931315445723,0.015397216537880551,0.019262575151425244,0.030378915955390284,0.0082,0.012,0.015,0.019,0.03,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,0,wk inc covid hosp,hosp,2026-01-03,2026-01-03,CFA_Pyrenew-Pyrenew_H_COVID,73,101,118,138,192.0749999999996,70,100,120,140,190,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-31,Pyrenew_Hospital_Admissions_COVID
