location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-03-08,2025-03-08,CEPH-Rtrend_covid,6046,7641,8669,9808,12166,6000,7600,8700,9800,12200,CEPH Lab at Indiana University,2025-03-05,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-08,2025-03-15,CEPH-Rtrend_covid,4059,6109,7601,9394,13465,4100,6100,7600,9400,13500,CEPH Lab at Indiana University,2025-03-05,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-03-08,2025-03-22,CEPH-Rtrend_covid,2692,4768,6441,8570,13758,2700,4800,6400,8600,13800,CEPH Lab at Indiana University,2025-03-05,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-08,2025-03-08,CFA_Pyrenew-Pyrenew_HE_COVID,7588.5,8599.75,9197.5,9845.25,11565.799999999996,7600,8600,9200,9800,11600,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-05,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-08,2025-03-15,CFA_Pyrenew-Pyrenew_HE_COVID,5656.8,7066.5,7966,8958,11464.074999999999,5700,7100,8000,9000,11500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-05,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-08,2025-03-08,CFA_Pyrenew-Pyrenew_H_COVID,5871.95,7668,8648,9788,13272.674999999996,5900,7700,8600,9800,13300,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-05,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-08,2025-03-15,CFA_Pyrenew-Pyrenew_H_COVID,3499.475,6170.75,7826,10396,19756.249999999996,3500,6200,7800,10400,19800,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-05,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-08,2025-03-08,CMU-TimeSeries,5429.378765050219,7916.284474050144,8996.956605746376,10794.098934996298,16515.978724395685,5400,7900,9000,10800,16500,Carnegie Mellon Delphi Group,2025-03-05,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-03-08,2025-03-15,CMU-TimeSeries,4515.471180813472,7257.289965764579,8681.538381168666,11424.267433241232,20365.868930604964,4500,7300,8700,11400,20400,Carnegie Mellon Delphi Group,2025-03-05,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-03-08,2025-03-22,CMU-TimeSeries,3874.1346704465877,6886.408761497467,8494.085304873523,12066.802697611729,24361.288442989644,3900,6900,8500,12100,24400,Carnegie Mellon Delphi Group,2025-03-05,AR ensemble with auxiliary data
