location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2026-01-31,2026-01-31,CEPH-Rtrend_covid,4235,5224,5859,6560,7985,4235,5224,5859,6560,7985,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
US,US,1,2026-01-31,2026-02-07,CEPH-Rtrend_covid,2862,4164,5113,6241,8811,2862,4164,5113,6241,8811,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
US,US,2,2026-01-31,2026-02-14,CEPH-Rtrend_covid,1919,3280,4389,5828,9476,1919,3280,4389,5828,9476,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
US,US,0,2026-01-31,2026-01-31,CFA-EpiAutoGP,4465.6692,4998.052,5306.5788,5649.1724,6422.9852,4466,4998,5307,5649,6423,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
US,US,1,2026-01-31,2026-02-07,CFA-EpiAutoGP,3473.1159,4145.7559,4551.1647,5033.4351,6146.9552,3473,4146,4551,5033,6147,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
US,US,2,2026-01-31,2026-02-14,CFA-EpiAutoGP,2842.8133,3607.868,4111.7256,4720.6949,6304.1836,2843,3608,4112,4721,6304,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
US,US,0,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,5121.9749999999995,6036.75,6537,7116.5,8341.399999999998,5122,6037,6537,7116,8341,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_HE_COVID,4234.8,5547,6453,7564,11012.324999999999,4235,5547,6453,7564,11012,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_H_COVID,3671.975,4170.75,4476,4790,5581.0999999999995,3672,4171,4476,4790,5581,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
US,US,1,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_H_COVID,2112.9249999999997,2903.75,3456,4110,5986.0250000000005,2113,2904,3456,4110,5986,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
US,US,0,2026-01-31,2026-01-31,CMU-TimeSeries,3871.3241882887946,5451.000614370256,6199.8327224796885,6956.980033096558,9932.351836646083,3871,5451,6200,6957,9932,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
US,US,1,2026-01-31,2026-02-07,CMU-TimeSeries,3644.4568080407926,5552.073834216437,6655.62475684739,7942.751211037928,12944.929642429284,3644,5552,6656,7943,12945,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
US,US,2,2026-01-31,2026-02-14,CMU-TimeSeries,3362.612129838981,5547.658539061419,6811.302633106381,8730.44614570904,14313.824504001468,3363,5548,6811,8730,14314,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
US,US,0,2026-01-31,2026-01-31,CovidHub-baseline,3908.5,5150.75,5782,6413.25,7655.5,3908,5151,5782,6413,7656,CovidHub-hub-models,2026-01-28,CovidHub baseline model
US,US,1,2026-01-31,2026-02-07,CovidHub-baseline,2605.7092868428686,4836.002412524125,5782,6726.706539565394,8948.885669606683,2606,4836,5782,6727,8949,CovidHub-hub-models,2026-01-28,CovidHub baseline model
US,US,2,2026-01-31,2026-02-14,CovidHub-baseline,1980.3673011730125,4595.1008635086355,5782,6973.600128501285,9578.891798167977,1980,4595,5782,6974,9579,CovidHub-hub-models,2026-01-28,CovidHub baseline model
US,US,0,2026-01-31,2026-01-31,CovidHub-ensemble,4222.83,5201.322317293847,5806.897938382249,6385.1264705050335,7730.356933333333,4223,5201,5807,6385,7730,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
US,US,1,2026-01-31,2026-02-07,CovidHub-ensemble,3473.1159,4384,5632.007216666667,6624.111490464543,8811,3473,4384,5632,6624,8811,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
US,US,2,2026-01-31,2026-02-14,CovidHub-ensemble,2827.7172128985694,3999.28670164494,4933.014120260172,6282.722082136555,9061.19220701317,2828,3999,4933,6283,9061,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
US,US,0,2026-01-31,2026-01-31,OHT_JHU-nbxd,4222.83,5594.76,6422.69,7328.62,9280.26,4223,5595,6423,7329,9280,One Health Trust and Johns Hopkins University,2026-01-28,NBEATS exogenous covariate decoder
US,US,1,2026-01-31,2026-02-07,OHT_JHU-nbxd,3310.05,4855.29,5834.85,6938.34,9403.39,3310,4855,5835,6938,9403,One Health Trust and Johns Hopkins University,2026-01-28,NBEATS exogenous covariate decoder
US,US,2,2026-01-31,2026-02-14,OHT_JHU-nbxd,2602.53,4122.53,5122.17,6272.14,8906.66,2603,4123,5122,6272,8907,One Health Trust and Johns Hopkins University,2026-01-28,NBEATS exogenous covariate decoder
US,US,0,2026-01-31,2026-01-31,UGA_flucast-INFLAenza,4288.975,4931,5327.5,5735,6563.025,4289,4931,5328,5735,6563,UGA_flucast,2026-01-28,INFLAenza
US,US,1,2026-01-31,2026-02-07,UGA_flucast-INFLAenza,3568.925,4384,4859,5395.25,6608.025,3569,4384,4859,5395,6608,UGA_flucast,2026-01-28,INFLAenza
US,US,2,2026-01-31,2026-02-14,UGA_flucast-INFLAenza,3044.95,3884,4401.5,5013.25,6444.074999999999,3045,3884,4402,5013,6444,UGA_flucast,2026-01-28,INFLAenza
US,US,0,2026-01-31,2026-01-31,UM-DeepOutbreak,2142.9020666666665,4052.496008850795,4953.949533333333,5820.762991149205,7730.356933333333,2143,4052,4954,5821,7730,"University of Michigan, Computer Science and Engineering",2026-01-28,DeepOutbreak
US,US,1,2026-01-31,2026-02-07,UM-DeepOutbreak,1253.3138166666668,3516.819200209524,5632.007216666667,7559.599499790476,9823.104883333332,1253,3517,5632,7560,9823,"University of Michigan, Computer Science and Engineering",2026-01-28,DeepOutbreak
US,US,2,2026-01-31,2026-02-14,UM-DeepOutbreak,659.3591999999999,3666.9782255238097,5685.319266666667,7686.277374476191,10693.8964,659,3667,5685,7686,10694,"University of Michigan, Computer Science and Engineering",2026-01-28,DeepOutbreak
US,US,0,2026-01-31,2026-01-31,UMass-ar6_pooled,4154.788726498789,5201.322317293847,5806.897938382249,6385.1264705050335,7655.250116087383,4155,5201,5807,6385,7655,UMass-Amherst,2026-01-28,AR(6) model with pooling
US,US,1,2026-01-31,2026-02-07,UMass-ar6_pooled,3610.732753833782,4959.860771581413,5787.6858678497565,6624.111490464543,8345.698203748056,3611,4960,5788,6624,8346,UMass-Amherst,2026-01-28,AR(6) model with pooling
US,US,2,2026-01-31,2026-02-14,UMass-ar6_pooled,3287.850331473075,4832.952923348972,5828.505917607751,6885.734809527498,9215.724414026341,3288,4833,5829,6886,9216,UMass-Amherst,2026-01-28,AR(6) model with pooling
US,US,0,2026-01-31,2026-01-31,UMass-gbqr,3724.9234767054213,4670.452866647939,5191.958477917689,5970.949250242013,7468.656783601138,3725,4670,5192,5971,7469,UMass-Amherst,2026-01-28,gradient boosting quantile regression
US,US,1,2026-01-31,2026-02-07,UMass-gbqr,3120.042337971708,4376.981653502916,4945.046189262868,6184.935136548995,8143.7722597854445,3120,4377,4945,6185,8144,UMass-Amherst,2026-01-28,gradient boosting quantile regression
US,US,2,2026-01-31,2026-02-14,UMass-gbqr,2812.6211257971395,4114.57340328988,4743.858240520343,6293.30416427311,8803.504302490617,2813,4115,4744,6293,8804,UMass-Amherst,2026-01-28,gradient boosting quantile regression
Alabama,AL,0,2026-01-31,2026-01-31,CEPH-Rtrend_covid,39,55,67,80,109,39,55,67,80,109,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
Alabama,AL,1,2026-01-31,2026-02-07,CEPH-Rtrend_covid,22,43,60,83,143,22,43,60,83,143,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
Alabama,AL,2,2026-01-31,2026-02-14,CEPH-Rtrend_covid,13,33,53,84,180,13,33,53,84,180,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
Alabama,AL,0,2026-01-31,2026-01-31,CFA-EpiAutoGP,2.3870476e-22,0.14983309,1.5442844,4.6390044,15.871987,0,0,2,5,16,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
Alabama,AL,1,2026-01-31,2026-02-07,CFA-EpiAutoGP,2.3870476e-22,2.3870476e-22,2.3870476e-22,1.26543,13.782721,0,0,0,1,14,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
Alabama,AL,2,2026-01-31,2026-02-14,CFA-EpiAutoGP,2.3870476e-22,2.3870476e-22,2.3870476e-22,0.41536976,17.718079,0,0,0,0,18,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
Alabama,AL,0,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,52,82,103,134.25,236,52,82,103,134,236,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,1,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_HE_COVID,44,88,129,196.25,471.09999999999945,44,88,129,196,471,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,0,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_H_COVID,54,94,120,152,248,54,94,120,152,248,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
Alabama,AL,1,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_H_COVID,32.975,82,118,167,339,33,82,118,167,339,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
Alabama,AL,0,2026-01-31,2026-01-31,CMU-TimeSeries,71.78917254055987,105.92112566084857,123.40242759676633,138.26062617044295,181.88790564435766,72,106,123,138,182,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
Alabama,AL,1,2026-01-31,2026-02-07,CMU-TimeSeries,66.18522811082266,102.47807721208915,123.99121090422426,149.56949288170762,223.27647143802602,66,102,124,150,223,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
Alabama,AL,2,2026-01-31,2026-02-14,CMU-TimeSeries,59.748346494309004,100.96196804816942,131.7296675669777,164.30686991814918,254.72234629957495,60,101,132,164,255,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
Alabama,AL,0,2026-01-31,2026-01-31,CovidHub-baseline,0,0,1,16,56.49999999999997,0,0,1,16,56,CovidHub-hub-models,2026-01-28,CovidHub baseline model
Alabama,AL,1,2026-01-31,2026-02-07,CovidHub-baseline,0,0,1,21.12818378183782,70.61628266282662,0,0,1,21,71,CovidHub-hub-models,2026-01-28,CovidHub baseline model
Alabama,AL,2,2026-01-31,2026-02-14,CovidHub-baseline,0,0,1,27.41951419514196,89.36630066300653,0,0,1,27,89,CovidHub-hub-models,2026-01-28,CovidHub baseline model
Alabama,AL,0,2026-01-31,2026-01-31,CovidHub-ensemble,2.8333333333333335,18.63061783984127,31.349826472222226,45.8478734379365,112.08285841666665,3,19,31,46,112,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
Alabama,AL,1,2026-01-31,2026-02-07,CovidHub-ensemble,3.6666666666666665,19.72154814165076,36.61703588888889,55.55236230279368,139.26602300000002,4,20,37,56,139,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
Alabama,AL,2,2026-01-31,2026-02-14,CovidHub-ensemble,1,18.36599032285715,38.333333333333336,50.888888888888886,147.44444444444446,1,18,38,51,147,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
Alabama,AL,0,2026-01-31,2026-01-31,Google_SAI-Ensemble,4.666666666666667,21.88888888888889,31.11111111111111,44.916666666666664,164.20277777777775,5,22,31,45,164,Google Science AI,2026-01-28,Ensemble Model
