location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,0.8588877389070868,1.297803799567832,1.7061963501061215,2867.39434581115,4332.71440291872,5696.13180572736,0.86,1.3,1.71,2867,4333,5696,wk inc covid hosp,2025-12-13,2025-12-13,2025-12-10,"December 13, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
US,1,0.8344114469521083,1.4272282481016398,2.0511065342817596,2785.68031267402,4764.79756713736,6847.61350364562,0.83,1.43,2.05,2786,4765,6848,wk inc covid hosp,2025-12-20,2025-12-13,2025-12-10,"December 20, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
US,2,0.8196280756896838,1.587390858528911,2.6913306658896623,2736.32606851652,5299.5,8985,0.82,1.59,2.69,2736,5300,8985,wk inc covid hosp,2025-12-27,2025-12-13,2025-12-10,"December 27, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alabama,0,0.7651017850217005,1.2707844967883046,1.962181309542938,39,64.7764733333333,100.019464821931,0.77,1.27,1.96,39,65,100,wk inc covid hosp,2025-12-13,2025-12-13,2025-12-10,"December 13, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alabama,1,0.6692827581373166,1.3876538699036363,3.0020436064857874,34.1157582930159,70.7337271794587,153.025,0.67,1.39,3,34,71,153,wk inc covid hosp,2025-12-20,2025-12-13,2025-12-10,"December 20, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alabama,2,0.6905457773512059,1.6243066079655961,3.4705081150352504,35.1996111418472,82.7967715548612,176.904327157642,0.69,1.62,3.47,35,83,177,wk inc covid hosp,2025-12-27,2025-12-13,2025-12-10,"December 27, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alaska,0,0.12080025432657034,0.4857324672514546,1.4050646962039368,0.859748698070177,3.4570114,10,0.12,0.49,1.41,1,3,10,wk inc covid hosp,2025-12-13,2025-12-13,2025-12-10,"December 13, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alaska,1,0.08472009554406774,0.5620258784815747,1.774440372797877,0.60296223919764,4,12.6288873216435,0.08,0.56,1.77,1,4,13,wk inc covid hosp,2025-12-20,2025-12-13,2025-12-10,"December 20, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Alaska,2,0.04679295807929932,0.62726191529989,2.170342456418406,0.333030629875762,4.46429205,15.446566,0.05,0.63,2.17,0,4,15,wk inc covid hosp,2025-12-27,2025-12-13,2025-12-10,"December 27, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Arizona,0,0.5349518876335028,0.9592599310291263,1.6185494398065507,39.6615790270162,71.1199725460677,120,0.53,0.96,1.62,40,71,120,wk inc covid hosp,2025-12-13,2025-12-13,2025-12-10,"December 13, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
Arizona,1,0.4944847596100699,1.0139436559022954,2.0463860107107643,36.66132754048,75.1742490626779,151.720000171661,0.49,1.01,2.05,37,75,152,wk inc covid hosp,2025-12-20,2025-12-13,2025-12-10,"December 20, 2025","December 10, 2025","December 13, 2025",CovidHub-ensemble
