location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-03-29,2025-03-29,CEPH-Rtrend_covid,4813,6061,6863,7764,9619,4813,6061,6863,7764,9619,CEPH Lab at Indiana University,2025-03-26,Rtrend COVID
US,US,1,2025-03-29,2025-04-05,CEPH-Rtrend_covid,3244,4819,5962,7347,10534,3244,4819,5962,7347,10534,CEPH Lab at Indiana University,2025-03-26,Rtrend COVID
US,US,2,2025-03-29,2025-04-12,CEPH-Rtrend_covid,2176,3759,5031,6664,10702,2176,3759,5031,6664,10702,CEPH Lab at Indiana University,2025-03-26,Rtrend COVID
US,US,0,2025-03-29,2025-03-29,CFA_Pyrenew-Pyrenew_HE_COVID,6218.95,7011,7429,7907,8917.224999999999,6219,7011,7429,7907,8917,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-26,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-03-29,2025-04-05,CFA_Pyrenew-Pyrenew_HE_COVID,4914.35,5873.25,6401,6935,8103.074999999999,4914,5873,6401,6935,8103,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-26,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-03-29,2025-03-29,CFA_Pyrenew-Pyrenew_H_COVID,4436.6,5665,6379,7108,9046.224999999999,4437,5665,6379,7108,9046,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-26,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-03-29,2025-04-05,CFA_Pyrenew-Pyrenew_H_COVID,2593.925,4380,5561.5,6771,10460.649999999996,2594,4380,5562,6771,10461,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-26,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-03-29,2025-03-29,CMU-TimeSeries,3468.6433363379424,5602.571560423772,6567.625941726561,8294.823244635347,12698.018691597605,3469,5603,6568,8295,12698,Carnegie Mellon Delphi Group,2025-03-26,AR ensemble with auxiliary data
US,US,1,2025-03-29,2025-04-05,CMU-TimeSeries,2637.4068265571364,4830.999361461947,5901.257952515724,8347.576271815675,14379.00286006383,2637,4831,5901,8348,14379,Carnegie Mellon Delphi Group,2025-03-26,AR ensemble with auxiliary data
US,US,2,2025-03-29,2025-04-12,CMU-TimeSeries,1905.6830951101924,4296.744196578083,5346.2739147871025,8362.184147857493,16057.454806480884,1906,4297,5346,8362,16057,Carnegie Mellon Delphi Group,2025-03-26,AR ensemble with auxiliary data
