location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-12-27,2025-12-27,CEPH-Rtrend_covid,3937,4875,5485,6165,7539,3937,4875,5485,6165,7539,CEPH Lab at Indiana University,2025-12-24,Rtrend COVID
US,US,1,2025-12-27,2026-01-03,CEPH-Rtrend_covid,3447,5031,6206,7598,10768,3447,5031,6206,7598,10768,CEPH Lab at Indiana University,2025-12-24,Rtrend COVID
US,US,2,2025-12-27,2026-01-10,CEPH-Rtrend_covid,2954,5041,6753,8922,14294,2954,5041,6753,8922,14294,CEPH Lab at Indiana University,2025-12-24,Rtrend COVID
US,US,0,2025-12-27,2025-12-27,CFA-EpiAutoGP,5659.5634,6329.4394,6736.2897,7183.7469,8119.06,5660,6329,6736,7184,8119,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-24,EpiAutoGP
US,US,1,2025-12-27,2026-01-03,CFA-EpiAutoGP,5971.8907,7143.4456,7878.0434,8799.209,10928.345,5972,7143,7878,8799,10928,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-24,EpiAutoGP
US,US,2,2025-12-27,2026-01-10,CFA-EpiAutoGP,6024.7808000000005,7852.5624,9130.9585,10598.77,14543.512,6025,7853,9131,10599,14544,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-24,EpiAutoGP
US,US,0,2025-12-27,2025-12-27,CFA_Pyrenew-Pyrenew_E_COVID,0.00840344073787941,0.008606678313980994,0.008718692354173106,0.008836192830395294,0.009055355886020341,0,0,0,0,0,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-24,Pyrenew_ED_Visits_COVID
US,US,1,2025-12-27,2026-01-03,CFA_Pyrenew-Pyrenew_E_COVID,0.011348635376440718,0.012352497053070574,0.012985451714728986,0.013680481073213376,0.01531320597519711,0,0,0,0,0,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-24,Pyrenew_ED_Visits_COVID
US,US,0,2025-12-27,2025-12-27,CFA_Pyrenew-Pyrenew_HE_COVID,6657,7210,7503,7815.25,8516.425,6657,7210,7503,7815,8516,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-24,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-12-27,2025-12-27,CFA_Pyrenew-Pyrenew_HE_COVID,0.008309767040743293,0.008546598179870935,0.008673038564862503,0.008805539013408114,0.009066190679809787,0,0,0,0,0,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-24,Pyrenew_Hospital_Admissions_ED_Visits_COVID
