location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-09-06,2025-09-06,CFA-EpiAutoGP,5498.2666,8018.4327,9805.5249,11985.402,17667.908,5498,8018,9806,11985,17668,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-03,EpiAutoGP
US,US,1,2025-09-06,2025-09-13,CFA-EpiAutoGP,4036.9688,7136.3669,9555.8661,12650.393,22494.214,4037,7136,9556,12650,22494,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-03,EpiAutoGP
US,US,2,2025-09-06,2025-09-20,CFA-EpiAutoGP,3051.2826,6263.6291,9064.1924,12766.378,26142.865,3051,6264,9064,12766,26143,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-03,EpiAutoGP
US,US,0,2025-09-06,2025-09-06,CEPH-Rtrend_covid,8436,9723,10528,11395,13076,8436,9723,10528,11395,13076,CEPH Lab at Indiana University,2025-09-03,Rtrend COVID
US,US,1,2025-09-06,2025-09-13,CEPH-Rtrend_covid,7832,10060,11580,13301,16926,7832,10060,11580,13301,16926,CEPH Lab at Indiana University,2025-09-03,Rtrend COVID
US,US,2,2025-09-06,2025-09-20,CEPH-Rtrend_covid,7171,10138,12308,14872,20541,7171,10138,12308,14872,20541,CEPH Lab at Indiana University,2025-09-03,Rtrend COVID
US,US,0,2025-09-06,2025-09-06,CFA_Pyrenew-Pyrenew_HE_COVID,10583.974999999999,11865,12534.5,13285.5,15079.299999999997,10584,11865,12534,13286,15079,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-03,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-09-06,2025-09-13,CFA_Pyrenew-Pyrenew_HE_COVID,10857.925000000001,12305.5,13120.5,13971.5,16006.624999999996,10858,12306,13120,13972,16007,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-03,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-09-06,2025-09-06,CFA_Pyrenew-Pyrenew_H_COVID,7321.8,7913.75,9009.5,9657.5,10851.724999999997,7322,7914,9010,9658,10852,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-03,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-09-06,2025-09-13,CFA_Pyrenew-Pyrenew_H_COVID,5791.9749999999995,6561.5,8831,10069.75,12383.824999999995,5792,6562,8831,10070,12384,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-03,Pyrenew_Hospital_Admissions_COVID
