location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-09-13,2025-09-13,CEPH-Rtrend_covid,9311,10766,11673,12655,14569,9311,10766,11673,12655,14569,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
US,US,1,2025-09-13,2025-09-20,CEPH-Rtrend_covid,8569,11079,12795,14747,18845,8569,11079,12795,14747,18845,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
US,US,2,2025-09-13,2025-09-27,CEPH-Rtrend_covid,7763,11125,13566,16469,22876,7763,11125,13566,16469,22876,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
US,US,0,2025-09-13,2025-09-13,CFA-EpiAutoGP,8792.5358,10789.544,11971.975,13246.314,16077.554,8793,10790,11972,13246,16078,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
US,US,1,2025-09-13,2025-09-20,CFA-EpiAutoGP,8181.8375,10967.384,12722.337,14757.959,19214.729,8182,10967,12722,14758,19215,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
US,US,2,2025-09-13,2025-09-27,CFA-EpiAutoGP,7910.011,10977.836,13273.491,15926.733,23046.228,7910,10978,13273,15927,23046,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
US,US,0,2025-09-13,2025-09-13,CFA_Pyrenew-Pyrenew_HE_COVID,11086.9,12528.75,13299,14158.25,16047.074999999999,11087,12529,13299,14158,16047,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-09-13,2025-09-20,CFA_Pyrenew-Pyrenew_HE_COVID,10854.574999999999,12296.75,13113,13962.25,16083.275,10855,12297,13113,13962,16083,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-09-13,2025-09-13,CFA_Pyrenew-Pyrenew_H_COVID,8892.699999999999,9706.75,10157.5,10585,11624.224999999999,8893,9707,10158,10585,11624,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-09-13,2025-09-20,CFA_Pyrenew-Pyrenew_H_COVID,7634.5,9190.25,10031,10919.25,12840.499999999996,7634,9190,10031,10919,12840,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-09-13,2025-09-13,CMU-TimeSeries,7662.301566676136,9861.379783907201,10974.112702785975,12227.65288797949,16479.5875069508,7662,9861,10974,12228,16480,Carnegie Mellon Delphi Group,2025-09-10,AR ensemble with auxiliary data
US,US,1,2025-09-13,2025-09-20,CMU-TimeSeries,7725.079653226996,10126.470544244614,11835.659654506699,13890.341625433639,18484.313167670247,7725,10126,11836,13890,18484,Carnegie Mellon Delphi Group,2025-09-10,AR ensemble with auxiliary data
US,US,2,2025-09-13,2025-09-27,CMU-TimeSeries,6714.800459392283,10805.13764303644,12752.532837745213,15525.460531306164,26094.777082450328,6715,10805,12753,15525,26095,Carnegie Mellon Delphi Group,2025-09-10,AR ensemble with auxiliary data
US,US,0,2025-09-13,2025-09-13,CMU-climate_baseline,2100.5,3983,9878,13061.666666666666,20386.233333333344,2100,3983,9878,13062,20386,Carnegie Mellon Delphi Group,2025-09-10,climatological baseline
US,US,1,2025-09-13,2025-09-20,CMU-climate_baseline,985.5,3824.166666666667,9244.000000000002,12323.166666666668,19245.666666666675,986,3824,9244,12323,19246,Carnegie Mellon Delphi Group,2025-09-10,climatological baseline
US,US,2,2025-09-13,2025-09-27,CMU-climate_baseline,985.5,3604.5,8820.5,12209.833333333334,17752.000000000007,986,3604,8820,12210,17752,Carnegie Mellon Delphi Group,2025-09-10,climatological baseline
US,US,0,2025-09-13,2025-09-13,CovidHub-baseline,7034.125000000001,9471.25,10039,10606.75,13043.874999999996,7034,9471,10039,10607,13044,CovidHub-hub-models,2025-09-10,CovidHub baseline model
US,US,1,2025-09-13,2025-09-20,CovidHub-baseline,6519.417295422955,9212.866166161664,10039,10865.176326763269,13545.980389803894,6519,9213,10039,10865,13546,CovidHub-hub-models,2025-09-10,CovidHub baseline model
US,US,2,2025-09-13,2025-09-27,CovidHub-baseline,6019.227830278302,8982.264975149752,10039,11089.058815588156,14055.453151031512,6019,8982,10039,11089,14055,CovidHub-hub-models,2025-09-10,CovidHub baseline model
US,US,0,2025-09-13,2025-09-13,CovidHub-ensemble,8227.41868333807,10313.6898919536,11323.556351393,12441.3264439897,15308.0375,8227,10314,11324,12441,15308,CovidHub,2025-09-10,Ensemble model using CovidHub submissions
US,US,1,2025-09-13,2025-09-20,CovidHub-ensemble,7953.4585766135,10546.9272721223,12278.9983272533,13926.2958127168,17283.7940838351,7953,10547,12279,13926,17284,CovidHub,2025-09-10,Ensemble model using CovidHub submissions
US,US,2,2025-09-13,2025-09-27,CovidHub-ensemble,6714.80045939228,10805.1376430364,12752.5328377452,15525.4605313062,22876,6715,10805,12753,15525,22876,CovidHub,2025-09-10,Ensemble model using CovidHub submissions
US,US,0,2025-09-13,2025-09-13,NEU_ISI-AdaptiveEnsemble,4366,7206,8728,10560,13984,4366,7206,8728,10560,13984,MOBS Lab at Northeastern University and ISI Foundation,2025-09-10,Adaptive Ensemble
US,US,1,2025-09-13,2025-09-20,NEU_ISI-AdaptiveEnsemble,5151,7859,9465,11135,14016,5151,7859,9465,11135,14016,MOBS Lab at Northeastern University and ISI Foundation,2025-09-10,Adaptive Ensemble
