location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,2.175964057409255,2.7921022033030343,3.6496399665927832,7264.45,9321.4254995251,12184.3129554637,2.18,2.79,3.65,7264,9321,12184,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
US,1,1.9262501037158384,3.073935749160631,4.269789553823534,6430.78065480504,10262.3260145101,14254.6806408207,1.93,3.07,4.27,6431,10262,14255,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
US,2,1.763500393118228,3.3392269630871403,4.833731278990873,5887.44119516412,11148,16137.3985338127,1.76,3.34,4.83,5887,11148,16137,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alabama,0,2.006928035246101,2.925572478565183,4.130715874351454,102.300366966701,149.126990549115,210.5575,2.01,2.93,4.13,102,149,211,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alabama,1,1.832403192986069,3.2240861989859457,4.8654382140091705,93.4042057220266,164.343312513492,248.00895,1.83,3.22,4.87,93,164,248,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alabama,2,1.6487154011067746,3.386425619240564,5.501278861140755,84.0409758570103,172.618338809177,280.420043169033,1.65,3.39,5.5,84,173,280,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alaska,0,0.47831684240433264,1.3432418495709635,2.6038065143081255,3.4042335822443,9.56,18.5315773810475,0.48,1.34,2.6,3,10,19,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alaska,1,0.4483922068744364,1.5259002600774754,3.627278488037982,3.19125665946812,10.86,25.81574,0.45,1.53,3.63,3,11,26,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Alaska,2,0.4173800011533558,1.5965537915068897,4.20816876513079,2.97053938000856,11.3628489550716,29.95,0.42,1.6,4.21,3,11,30,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arizona,0,0.7715085663077893,1.2909476418139298,2.008417536119954,57.2,95.711452,148.905,0.77,1.29,2.01,57,96,149,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arizona,1,0.7108129623150437,1.3818350075883399,2.421788319090548,52.7,102.449883106703,179.5525,0.71,1.38,2.42,53,102,180,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arizona,2,0.6446884737429469,1.4587941458186124,3.111246617524386,47.7975,108.155669016299,230.669255396702,0.64,1.46,3.11,48,108,231,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arkansas,0,1.5535446282241538,2.4152273530236075,3.7716516056261535,47.6002345580773,74.0019864420786,115.5625,1.55,2.42,3.77,48,74,116,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arkansas,1,1.3289393694119438,2.4804371835810723,4.439369303153811,40.7183833333333,76,136.02121,1.33,2.48,4.44,41,76,136,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Arkansas,2,1.1550908821218835,2.647702695094315,4.850766799845136,35.3917074064028,81.124975129043,148.626330563223,1.16,2.65,4.85,35,81,149,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
California,0,0.625094350538932,0.9451897349922348,1.3465356116507021,242.712778349918,367,522.835311451904,0.63,0.95,1.35,243,367,523,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
California,1,0.6115066664335027,1.0542688116361278,1.613896370772207,237.4369275,409.353423494001,626.646636273791,0.61,1.05,1.61,237,409,627,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
California,2,0.5610289829019427,1.18254837610915,2.050057299874166,217.837360164205,459.162047539189,796,0.56,1.18,2.05,218,459,796,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Colorado,0,1.4417732660740636,2.2247637771491777,3.114925991521596,84.247382357961,130,182.015,1.44,2.22,3.11,84,130,182,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Colorado,1,1.2990504537063452,2.4139560315064372,3.724853787996817,75.907636,141.055103161541,217.655014619162,1.3,2.41,3.72,76,141,218,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Colorado,2,1.1695506422122914,2.5621068074099007,4.346332742173666,68.3405515,149.71202263554,253.97,1.17,2.56,4.35,68,150,254,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Connecticut,0,2.8744287357468212,4.474434281392228,6.366623451631526,103.833679084279,161.631063410959,229.983066932914,2.87,4.47,6.37,104,162,230,wk inc covid hosp,2026-01-10,2026-01-10,2026-01-07,"January 10, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Connecticut,1,2.5191538743479267,4.733794643005445,7.365784055351125,91,171,266.075985219622,2.52,4.73,7.37,91,171,266,wk inc covid hosp,2026-01-17,2026-01-10,2026-01-07,"January 17, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
Connecticut,2,2.2476633243817745,4.9277027320572575,7.783418638550916,81.1928817058407,178.00458843876,281.162299500848,2.25,4.93,7.78,81,178,281,wk inc covid hosp,2026-01-24,2026-01-10,2026-01-07,"January 24, 2026","January 07, 2026","January 10, 2026",CovidHub-ensemble
