week_ending_date,location,location_name,target,target_data_type,value
2025-01-25,37,North Carolina,wk inc covid hosp,hosp,420
2025-01-25,38,North Dakota,wk inc covid hosp,hosp,24
2025-01-25,39,Ohio,wk inc covid hosp,hosp,680
2025-01-25,40,Oklahoma,wk inc covid hosp,hosp,192
2025-01-25,41,Oregon,wk inc covid hosp,hosp,52
2025-01-25,42,Pennsylvania,wk inc covid hosp,hosp,1458
2025-01-25,44,Rhode Island,wk inc covid hosp,hosp,60
2025-01-25,45,South Carolina,wk inc covid hosp,hosp,156
2025-01-25,46,South Dakota,wk inc covid hosp,hosp,38
2025-01-25,47,Tennessee,wk inc covid hosp,hosp,210
2025-01-25,48,Texas,wk inc covid hosp,hosp,669
2025-01-25,49,Utah,wk inc covid hosp,hosp,49
2025-01-25,50,Vermont,wk inc covid hosp,hosp,33
2025-01-25,51,Virginia,wk inc covid hosp,hosp,239
2025-01-25,53,Washington,wk inc covid hosp,hosp,103
2025-01-25,54,West Virginia,wk inc covid hosp,hosp,111
2025-01-25,55,Wisconsin,wk inc covid hosp,hosp,361
2025-01-25,56,Wyoming,wk inc covid hosp,hosp,29
2025-01-25,72,Puerto Rico,wk inc covid hosp,hosp,75
2025-01-25,US,United States,wk inc covid hosp,hosp,12731
2025-02-01,01,Alabama,wk inc covid hosp,hosp,212
2025-02-01,02,Alaska,wk inc covid hosp,hosp,9
2025-02-01,04,Arizona,wk inc covid hosp,hosp,403
2025-02-01,05,Arkansas,wk inc covid hosp,hosp,99
2025-02-01,06,California,wk inc covid hosp,hosp,989
2025-02-01,08,Colorado,wk inc covid hosp,hosp,153
2025-02-01,09,Connecticut,wk inc covid hosp,hosp,190
2025-02-01,10,Delaware,wk inc covid hosp,hosp,32
2025-02-01,11,District of Columbia,wk inc covid hosp,hosp,30
2025-02-01,12,Florida,wk inc covid hosp,hosp,613
2025-02-01,13,Georgia,wk inc covid hosp,hosp,288
2025-02-01,15,Hawaii,wk inc covid hosp,hosp,10
2025-02-01,16,Idaho,wk inc covid hosp,hosp,25
2025-02-01,17,Illinois,wk inc covid hosp,hosp,604
2025-02-01,18,Indiana,wk inc covid hosp,hosp,361
2025-02-01,19,Iowa,wk inc covid hosp,hosp,130
2025-02-01,20,Kansas,wk inc covid hosp,hosp,98
2025-02-01,21,Kentucky,wk inc covid hosp,hosp,207
2025-02-01,22,Louisiana,wk inc covid hosp,hosp,163
2025-02-01,23,Maine,wk inc covid hosp,hosp,46
2025-02-01,24,Maryland,wk inc covid hosp,hosp,190
2025-02-01,25,Massachusetts,wk inc covid hosp,hosp,352
2025-02-01,26,Michigan,wk inc covid hosp,hosp,577
2025-02-01,27,Minnesota,wk inc covid hosp,hosp,216
2025-02-01,28,Mississippi,wk inc covid hosp,hosp,117
2025-02-01,29,Missouri,wk inc covid hosp,hosp,278
2025-02-01,30,Montana,wk inc covid hosp,hosp,11
2025-02-01,31,Nebraska,wk inc covid hosp,hosp,75
2025-02-01,32,Nevada,wk inc covid hosp,hosp,44
2025-02-01,33,New Hampshire,wk inc covid hosp,hosp,75
2025-02-01,34,New Jersey,wk inc covid hosp,hosp,468
2025-02-01,35,New Mexico,wk inc covid hosp,hosp,56
2025-02-01,36,New York,wk inc covid hosp,hosp,796
2025-02-01,37,North Carolina,wk inc covid hosp,hosp,410
2025-02-01,38,North Dakota,wk inc covid hosp,hosp,22
2025-02-01,39,Ohio,wk inc covid hosp,hosp,682
2025-02-01,40,Oklahoma,wk inc covid hosp,hosp,194
2025-02-01,41,Oregon,wk inc covid hosp,hosp,63
2025-02-01,42,Pennsylvania,wk inc covid hosp,hosp,1507
2025-02-01,44,Rhode Island,wk inc covid hosp,hosp,72
2025-02-01,45,South Carolina,wk inc covid hosp,hosp,200
2025-02-01,46,South Dakota,wk inc covid hosp,hosp,56
2025-02-01,47,Tennessee,wk inc covid hosp,hosp,244
2025-02-01,48,Texas,wk inc covid hosp,hosp,775
2025-02-01,49,Utah,wk inc covid hosp,hosp,48
2025-02-01,50,Vermont,wk inc covid hosp,hosp,30
2025-02-01,51,Virginia,wk inc covid hosp,hosp,317
2025-02-01,53,Washington,wk inc covid hosp,hosp,120
2025-02-01,54,West Virginia,wk inc covid hosp,hosp,91
2025-02-01,55,Wisconsin,wk inc covid hosp,hosp,309
2025-02-01,56,Wyoming,wk inc covid hosp,hosp,54
2025-02-01,72,Puerto Rico,wk inc covid hosp,hosp,77
2025-02-01,US,United States,wk inc covid hosp,hosp,13188
2025-02-08,01,Alabama,wk inc covid hosp,hosp,227
2025-02-08,02,Alaska,wk inc covid hosp,hosp,10
2025-02-08,04,Arizona,wk inc covid hosp,hosp,291
2025-02-08,05,Arkansas,wk inc covid hosp,hosp,125
2025-02-08,06,California,wk inc covid hosp,hosp,891
2025-02-08,08,Colorado,wk inc covid hosp,hosp,135
2025-02-08,09,Connecticut,wk inc covid hosp,hosp,166
2025-02-08,10,Delaware,wk inc covid hosp,hosp,31
2025-02-08,11,District of Columbia,wk inc covid hosp,hosp,26
2025-02-08,12,Florida,wk inc covid hosp,hosp,609
2025-02-08,13,Georgia,wk inc covid hosp,hosp,312
2025-02-08,15,Hawaii,wk inc covid hosp,hosp,13
2025-02-08,16,Idaho,wk inc covid hosp,hosp,32
2025-02-08,17,Illinois,wk inc covid hosp,hosp,629
2025-02-08,18,Indiana,wk inc covid hosp,hosp,371
2025-02-08,19,Iowa,wk inc covid hosp,hosp,120
2025-02-08,20,Kansas,wk inc covid hosp,hosp,108
2025-02-08,21,Kentucky,wk inc covid hosp,hosp,249
2025-02-08,22,Louisiana,wk inc covid hosp,hosp,181
2025-02-08,23,Maine,wk inc covid hosp,hosp,41
2025-02-08,24,Maryland,wk inc covid hosp,hosp,197
2025-02-08,25,Massachusetts,wk inc covid hosp,hosp,285
2025-02-08,26,Michigan,wk inc covid hosp,hosp,498
2025-02-08,27,Minnesota,wk inc covid hosp,hosp,178
2025-02-08,28,Mississippi,wk inc covid hosp,hosp,136
2025-02-08,29,Missouri,wk inc covid hosp,hosp,315
2025-02-08,30,Montana,wk inc covid hosp,hosp,26
2025-02-08,31,Nebraska,wk inc covid hosp,hosp,71
2025-02-08,32,Nevada,wk inc covid hosp,hosp,48
2025-02-08,33,New Hampshire,wk inc covid hosp,hosp,66
2025-02-08,34,New Jersey,wk inc covid hosp,hosp,444
2025-02-08,35,New Mexico,wk inc covid hosp,hosp,64
2025-02-08,36,New York,wk inc covid hosp,hosp,810
2025-02-08,37,North Carolina,wk inc covid hosp,hosp,458
2025-02-08,38,North Dakota,wk inc covid hosp,hosp,39
2025-02-08,39,Ohio,wk inc covid hosp,hosp,651
2025-02-08,40,Oklahoma,wk inc covid hosp,hosp,158
2025-02-08,41,Oregon,wk inc covid hosp,hosp,68
2025-02-08,42,Pennsylvania,wk inc covid hosp,hosp,1319
2025-02-08,44,Rhode Island,wk inc covid hosp,hosp,57
2025-02-08,45,South Carolina,wk inc covid hosp,hosp,214
2025-02-08,46,South Dakota,wk inc covid hosp,hosp,61
2025-02-08,47,Tennessee,wk inc covid hosp,hosp,260
2025-02-08,48,Texas,wk inc covid hosp,hosp,836
2025-02-08,49,Utah,wk inc covid hosp,hosp,45
2025-02-08,50,Vermont,wk inc covid hosp,hosp,30
2025-02-08,51,Virginia,wk inc covid hosp,hosp,316
2025-02-08,53,Washington,wk inc covid hosp,hosp,139
2025-02-08,54,West Virginia,wk inc covid hosp,hosp,114
2025-02-08,55,Wisconsin,wk inc covid hosp,hosp,338
2025-02-08,56,Wyoming,wk inc covid hosp,hosp,23
2025-02-08,72,Puerto Rico,wk inc covid hosp,hosp,74
2025-02-08,US,United States,wk inc covid hosp,hosp,12905
2025-02-15,01,Alabama,wk inc covid hosp,hosp,225
2025-02-15,02,Alaska,wk inc covid hosp,hosp,11
2025-02-15,04,Arizona,wk inc covid hosp,hosp,298
2025-02-15,05,Arkansas,wk inc covid hosp,hosp,109
2025-02-15,06,California,wk inc covid hosp,hosp,862
2025-02-15,08,Colorado,wk inc covid hosp,hosp,131
2025-02-15,09,Connecticut,wk inc covid hosp,hosp,149
2025-02-15,10,Delaware,wk inc covid hosp,hosp,28
2025-02-15,11,District of Columbia,wk inc covid hosp,hosp,13
2025-02-15,12,Florida,wk inc covid hosp,hosp,494
2025-02-15,13,Georgia,wk inc covid hosp,hosp,262
2025-02-15,15,Hawaii,wk inc covid hosp,hosp,10
2025-02-15,16,Idaho,wk inc covid hosp,hosp,37
2025-02-15,17,Illinois,wk inc covid hosp,hosp,544
2025-02-15,18,Indiana,wk inc covid hosp,hosp,362
2025-02-15,19,Iowa,wk inc covid hosp,hosp,116
2025-02-15,20,Kansas,wk inc covid hosp,hosp,112
2025-02-15,21,Kentucky,wk inc covid hosp,hosp,231
2025-02-15,22,Louisiana,wk inc covid hosp,hosp,170
2025-02-15,23,Maine,wk inc covid hosp,hosp,26
2025-02-15,24,Maryland,wk inc covid hosp,hosp,220
2025-02-15,25,Massachusetts,wk inc covid hosp,hosp,295
2025-02-15,26,Michigan,wk inc covid hosp,hosp,456
2025-02-15,27,Minnesota,wk inc covid hosp,hosp,148
2025-02-15,28,Mississippi,wk inc covid hosp,hosp,74
2025-02-15,29,Missouri,wk inc covid hosp,hosp,306
2025-02-15,30,Montana,wk inc covid hosp,hosp,21
2025-02-15,31,Nebraska,wk inc covid hosp,hosp,77
2025-02-15,32,Nevada,wk inc covid hosp,hosp,34
2025-02-15,33,New Hampshire,wk inc covid hosp,hosp,43
2025-02-15,34,New Jersey,wk inc covid hosp,hosp,361
2025-02-15,35,New Mexico,wk inc covid hosp,hosp,38
2025-02-15,36,New York,wk inc covid hosp,hosp,823
2025-02-15,37,North Carolina,wk inc covid hosp,hosp,381
2025-02-15,38,North Dakota,wk inc covid hosp,hosp,32
2025-02-15,39,Ohio,wk inc covid hosp,hosp,617
2025-02-15,40,Oklahoma,wk inc covid hosp,hosp,160
2025-02-15,41,Oregon,wk inc covid hosp,hosp,67
2025-02-15,42,Pennsylvania,wk inc covid hosp,hosp,1099
2025-02-15,44,Rhode Island,wk inc covid hosp,hosp,53
2025-02-15,45,South Carolina,wk inc covid hosp,hosp,147
2025-02-15,46,South Dakota,wk inc covid hosp,hosp,46
2025-02-15,47,Tennessee,wk inc covid hosp,hosp,275
2025-02-15,48,Texas,wk inc covid hosp,hosp,654
2025-02-15,49,Utah,wk inc covid hosp,hosp,39
2025-02-15,50,Vermont,wk inc covid hosp,hosp,22
2025-02-15,51,Virginia,wk inc covid hosp,hosp,263
2025-02-15,53,Washington,wk inc covid hosp,hosp,147
2025-02-15,54,West Virginia,wk inc covid hosp,hosp,124
2025-02-15,55,Wisconsin,wk inc covid hosp,hosp,262
2025-02-15,56,Wyoming,wk inc covid hosp,hosp,18
2025-02-15,72,Puerto Rico,wk inc covid hosp,hosp,67
2025-02-15,US,United States,wk inc covid hosp,hosp,11559
2025-02-22,01,Alabama,wk inc covid hosp,hosp,186
2025-02-22,02,Alaska,wk inc covid hosp,hosp,10
2025-02-22,04,Arizona,wk inc covid hosp,hosp,262
2025-02-22,05,Arkansas,wk inc covid hosp,hosp,84
2025-02-22,06,California,wk inc covid hosp,hosp,689
2025-02-22,08,Colorado,wk inc covid hosp,hosp,102
2025-02-22,09,Connecticut,wk inc covid hosp,hosp,126
