location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-08-30,2025-08-30,CEPH-Rtrend_covid,8022,9236,9995,10807,12387,8022,9236,9995,10807,12387,CEPH Lab at Indiana University,2025-08-27,Rtrend COVID
US,US,1,2025-08-30,2025-09-06,CEPH-Rtrend_covid,7666,9819,11281,12944,16416,7666,9819,11281,12944,16416,CEPH Lab at Indiana University,2025-08-27,Rtrend COVID
US,US,2,2025-08-30,2025-09-13,CEPH-Rtrend_covid,7201,10134,12252,14752,20240,7201,10134,12252,14752,20240,CEPH Lab at Indiana University,2025-08-27,Rtrend COVID
US,US,0,2025-08-30,2025-08-30,CFA-EpiAutoGP,5239.9029,7909.5425,9900.1561,12084.528,17678.909,5240,7910,9900,12085,17679,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-08-27,EpiAutoGP
US,US,1,2025-08-30,2025-09-06,CFA-EpiAutoGP,4331.6684,7882.3052,10614.831,14178.066,24845.884,4332,7882,10615,14178,24846,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-08-27,EpiAutoGP
US,US,2,2025-08-30,2025-09-13,CFA-EpiAutoGP,3761.5229,7493.1894,11036.142,16013.604,34051.484,3762,7493,11036,16014,34051,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-08-27,EpiAutoGP
US,US,0,2025-08-30,2025-08-30,CFA_Pyrenew-Pyrenew_HE_COVID,10263.675,11164,11635,12145.5,13243.125,10264,11164,11635,12146,13243,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-27,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-08-30,2025-09-06,CFA_Pyrenew-Pyrenew_HE_COVID,11488.975,12668.5,13320,14012.25,15522.049999999994,11489,12668,13320,14012,15522,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-27,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-08-30,2025-08-30,CFA_Pyrenew-Pyrenew_H_COVID,7777.975,8642,9107.5,9577.25,10511.05,7778,8642,9108,9577,10511,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-27,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-08-30,2025-09-06,CFA_Pyrenew-Pyrenew_H_COVID,7140.925,8721.75,9651,10565.75,12594.724999999997,7141,8722,9651,10566,12595,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-27,Pyrenew_Hospital_Admissions_COVID
