location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-06,CFA_Pyrenew-Pyrenew_E_RSV,0.0027967704888590076,0.0030128277584194904,0.0031166999619442045,0.0032360781574608606,0.003447923664344803,0.0028,0.003,0.0031,0.0032,0.0034,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-13,CFA_Pyrenew-Pyrenew_E_RSV,0.0029453933109973287,0.0034627554502592714,0.0037593098135952608,0.004037563103236594,0.004741118192892957,0.0029,0.0035,0.0038,0.004,0.0047,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-12-06,2025-12-06,CFA_Pyrenew-Pyrenew_HE_RSV,2143.8750000000005,2770.75,3098,3493.5,4399.299999999998,2144,2771,3098,3494,4399,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-06,CFA_Pyrenew-Pyrenew_HE_RSV,0.002777564210617536,0.0029760560260947183,0.003083195381825524,0.0032036270194096984,0.0034417319646929804,0.0028,0.003,0.0031,0.0032,0.0034,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2025-12-06,2025-12-13,CFA_Pyrenew-Pyrenew_HE_RSV,2456.575,3220,3759,4361.25,5836.249999999998,2457,3220,3759,4361,5836,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-13,CFA_Pyrenew-Pyrenew_HE_RSV,0.002896341656127618,0.0034247603930187237,0.003696850328423846,0.003994145124406096,0.004721430493060927,0.0029,0.0034,0.0037,0.004,0.0047,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-12-06,2025-12-06,CFA_Pyrenew-Pyrenew_H_RSV,1999.8999999999999,2290,2420.5,2572,2912.1749999999993,2000,2290,2420,2572,2912,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_RSV
United States,US,1,wk inc rsv hosp,hosp,2025-12-06,2025-12-13,CFA_Pyrenew-Pyrenew_H_RSV,2038.8,2593.75,2852.5,3176,4069.224999999999,2039,2594,2852,3176,4069,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-03,Pyrenew_Hospital_Admissions_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-12-06,2025-12-06,RSVHub-baseline,173.00000000000026,1806.5,2048,2289.5,3922.999999999999,173,1806,2048,2290,3923,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,1,wk inc rsv hosp,hosp,2025-12-06,2025-12-13,RSVHub-baseline,0,1456.5659631596318,2048,2646.1331838318383,4924.4474529745285,0,1457,2048,2646,4924,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,2,wk inc rsv hosp,hosp,2025-12-06,2025-12-20,RSVHub-baseline,0,1221.3097430974308,2048,2886.493352433524,5400.423961239599,0,1221,2048,2886,5400,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-06,RSVHub-baseline,9.224999999999995e-4,0.0023250000000000007,0.0025,0.002675,0.004077499999999996,9e-4,0.0023,0.0025,0.0027,0.0041,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-13,RSVHub-baseline,6.000000000000016e-4,0.0021000000000000003,0.0025,0.0029,0.004399999999999999,6e-4,0.0021,0.0025,0.0029,0.0044,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,2,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-20,RSVHub-baseline,2.3726292262922754e-4,0.0019000000000000006,0.0025,0.003099999999999999,0.004795451429514294,2e-4,0.0019,0.0025,0.0031,0.0048,RSVHub-hub-models,2025-12-03,RSVHub baseline model
United States,US,0,wk inc rsv hosp,hosp,2025-12-06,2025-12-06,RSVHub-ensemble,1887.1572133333332,1905,2318,2825,4055,1887,1905,2318,2825,4055,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv hosp,hosp,2025-12-06,2025-12-13,RSVHub-ensemble,1894.534301666667,2103,2650,3350,5339,1895,2103,2650,3350,5339,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv hosp,hosp,2025-12-06,2025-12-20,RSVHub-ensemble,1789.9260800000002,2258.92608,2871.9984573333336,3553.4064533333335,4923.406453333333,1790,2259,2872,3553,4923,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-06,RSVHub-ensemble,0.001954597170992929,0.002462757926968861,0.0027986382327279077,0.0032069082830897856,0.004259103959336818,0.002,0.0025,0.0028,0.0032,0.0043,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-13,RSVHub-ensemble,0.002045346629946785,0.0027930013746733364,0.0032721096861022835,0.00388650203514185,0.0054563368323333125,0.002,0.0028,0.0033,0.0039,0.0055,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv prop ed visits,prop_ed,2025-12-06,2025-12-20,RSVHub-ensemble,0.0013022361228875437,0.002414111148470587,0.0032798544282823,0.004415750394642724,0.007670424607628217,0.0013,0.0024,0.0033,0.0044,0.0077,RSVHub,2025-12-03,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv hosp,hosp,2025-12-06,2025-12-06,UM-DeepOutbreak,1887.1572133333332,1894.4778955848888,2255.3186866666665,2526.963604415111,2534.2842866666665,1887,1894,2255,2527,2534,"University of Michigan, Computer Science and Engineering",2025-12-03,DeepOutbreak
United States,US,1,wk inc rsv hosp,hosp,2025-12-06,2025-12-13,UM-DeepOutbreak,1894.534301666667,1906.8990127783336,2462.8863743333336,3008.2542538883336,3020.618965,1895,1907,2463,3008,3021,"University of Michigan, Computer Science and Engineering",2025-12-03,DeepOutbreak
United States,US,2,wk inc rsv hosp,hosp,2025-12-06,2025-12-20,UM-DeepOutbreak,2223.8521600000004,2223.8521600000004,2737.996914666667,3214.812906666667,3214.812906666667,2224,2224,2738,3215,3215,"University of Michigan, Computer Science and Engineering",2025-12-03,DeepOutbreak
