location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-01-04,2025-01-04,CEPH-Rtrend_covid,10119,12786,14547,16514,20613,10100,12800,14500,16500,20600,CEPH Lab at Indiana University,2025-01-01,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-01-04,2025-01-11,CEPH-Rtrend_covid,8665,13066,16400,20513,30257,8700,13100,16400,20500,30300,CEPH Lab at Indiana University,2025-01-01,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-01-04,2025-01-18,CEPH-Rtrend_covid,7328,13039,17920,24485,41724,7300,13000,17900,24500,41700,CEPH Lab at Indiana University,2025-01-01,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-01-04,2025-01-04,CMU-TimeSeries,8853.280706043424,12189.238854202202,13799.8705619861,16785.317094483908,24138.943292737094,8900,12200,13800,16800,24100,Carnegie Mellon Delphi Group,2025-01-01,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-01-04,2025-01-11,CMU-TimeSeries,8942.437246991523,13177.57530834992,15324.157036150233,19567.260662156437,29720.13078541248,8900,13200,15300,19600,29700,Carnegie Mellon Delphi Group,2025-01-01,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-01-04,2025-01-18,CMU-TimeSeries,9116.531940010487,14926.664002115987,16868.77255930072,22235.965903813427,34487.935482198955,9100,14900,16900,22200,34500,Carnegie Mellon Delphi Group,2025-01-01,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-01-04,2025-01-04,CMU-climate_baseline,1568.7974651668032,9061.67070044543,25544.26164354872,34665.80161159429,52061.16990557594,1600,9100,25500,34700,52100,Carnegie Mellon Delphi Group,2025-01-01,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-01-04,2025-01-11,CMU-climate_baseline,1568.7974651668032,12641.081786493032,25040.048284038196,33076.32951291642,50864.455093048935,1600,12600,25000,33100,50900,Carnegie Mellon Delphi Group,2025-01-01,climatological baseline
United States,US,2,wk inc covid hosp,hosp,2025-01-04,2025-01-18,CMU-climate_baseline,1568.7974651668032,15341.080039715089,24709.048284038196,32356.75971145033,50111.784020522275,1600,15300,24700,32400,50100,Carnegie Mellon Delphi Group,2025-01-01,climatological baseline
United States,US,0,wk inc covid hosp,hosp,2025-01-04,2025-01-04,CovidHub-baseline,11075,13184.25,13570,13955.75,16065,11100,13200,13600,14000,16100,CovidHub-hub-models,2025-01-01,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2025-01-04,2025-01-11,CovidHub-baseline,10570.857164821646,12681.165444154442,13570,14460.791357913578,16572.017639676393,10600,12700,13600,14500,16600,CovidHub-hub-models,2025-01-01,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2025-01-04,2025-01-18,CovidHub-baseline,9987.933518835189,12476.063098130982,13570,14667.782832828327,17199.67794652946,10000,12500,13600,14700,17200,CovidHub-hub-models,2025-01-01,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2025-01-04,2025-01-04,CovidHub-ensemble,8775.5158408848,12504.4881078759,13812.428024552,15737.4121442083,19904.5,8800,12500,13800,15700,19900,CovidHub,2025-01-01,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2025-01-04,2025-01-11,CovidHub-ensemble,8077.7594217229,12766.8243159549,14645.2933067586,16464.5367763588,21408,8100,12800,14600,16500,21400,CovidHub,2025-01-01,Ensemble model using CovidHub submissions
