week_ending_date,location,location_name,target,target_data_type,value
2024-11-09,01,Alabama,wk inc covid hosp,hosp,115
2024-11-09,02,Alaska,wk inc covid hosp,hosp,13
2024-11-09,04,Arizona,wk inc covid hosp,hosp,516
2024-11-09,05,Arkansas,wk inc covid hosp,hosp,61
2024-11-09,06,California,wk inc covid hosp,hosp,634
2024-11-09,08,Colorado,wk inc covid hosp,hosp,145
2024-11-09,09,Connecticut,wk inc covid hosp,hosp,82
2024-11-09,10,Delaware,wk inc covid hosp,hosp,20
2024-11-09,11,District of Columbia,wk inc covid hosp,hosp,11
2024-11-09,12,Florida,wk inc covid hosp,hosp,421
2024-11-09,13,Georgia,wk inc covid hosp,hosp,89
2024-11-09,15,Hawaii,wk inc covid hosp,hosp,22
2024-11-09,16,Idaho,wk inc covid hosp,hosp,35
2024-11-09,17,Illinois,wk inc covid hosp,hosp,233
2024-11-09,18,Indiana,wk inc covid hosp,hosp,185
2024-11-09,19,Iowa,wk inc covid hosp,hosp,50
2024-11-09,20,Kansas,wk inc covid hosp,hosp,62
2024-11-09,21,Kentucky,wk inc covid hosp,hosp,128
2024-11-09,22,Louisiana,wk inc covid hosp,hosp,78
2024-11-09,23,Maine,wk inc covid hosp,hosp,36
2024-11-09,24,Maryland,wk inc covid hosp,hosp,99
2024-11-09,25,Massachusetts,wk inc covid hosp,hosp,234
2024-11-09,26,Michigan,wk inc covid hosp,hosp,632
2024-11-09,27,Minnesota,wk inc covid hosp,hosp,204
2024-11-09,28,Mississippi,wk inc covid hosp,hosp,38
2024-11-09,29,Missouri,wk inc covid hosp,hosp,153
2024-11-09,30,Montana,wk inc covid hosp,hosp,18
2024-11-09,31,Nebraska,wk inc covid hosp,hosp,32
2024-11-09,32,Nevada,wk inc covid hosp,hosp,47
2024-11-09,33,New Hampshire,wk inc covid hosp,hosp,55
2024-11-09,34,New Jersey,wk inc covid hosp,hosp,186
2024-11-09,35,New Mexico,wk inc covid hosp,hosp,91
2024-11-09,36,New York,wk inc covid hosp,hosp,423
2024-11-09,37,North Carolina,wk inc covid hosp,hosp,201
2024-11-09,38,North Dakota,wk inc covid hosp,hosp,15
2024-11-09,39,Ohio,wk inc covid hosp,hosp,400
2024-11-09,40,Oklahoma,wk inc covid hosp,hosp,63
2024-11-09,41,Oregon,wk inc covid hosp,hosp,78
2024-11-09,42,Pennsylvania,wk inc covid hosp,hosp,907
2024-11-09,44,Rhode Island,wk inc covid hosp,hosp,29
2024-11-09,45,South Carolina,wk inc covid hosp,hosp,77
2024-11-09,46,South Dakota,wk inc covid hosp,hosp,30
2024-11-09,47,Tennessee,wk inc covid hosp,hosp,122
2024-11-09,48,Texas,wk inc covid hosp,hosp,346
2024-11-09,49,Utah,wk inc covid hosp,hosp,43
2024-11-09,50,Vermont,wk inc covid hosp,hosp,21
2024-11-09,51,Virginia,wk inc covid hosp,hosp,126
2024-11-09,53,Washington,wk inc covid hosp,hosp,97
2024-11-09,54,West Virginia,wk inc covid hosp,hosp,62
2024-11-09,55,Wisconsin,wk inc covid hosp,hosp,158
2024-11-09,56,Wyoming,wk inc covid hosp,hosp,61
2024-11-09,72,Puerto Rico,wk inc covid hosp,hosp,10
2024-11-09,US,United States,wk inc covid hosp,hosp,7994
2024-11-16,01,Alabama,wk inc covid hosp,hosp,83
2024-11-16,02,Alaska,wk inc covid hosp,hosp,10
2024-11-16,04,Arizona,wk inc covid hosp,hosp,674
2024-11-16,05,Arkansas,wk inc covid hosp,hosp,46
2024-11-16,06,California,wk inc covid hosp,hosp,682
2024-11-16,08,Colorado,wk inc covid hosp,hosp,163
2024-11-16,09,Connecticut,wk inc covid hosp,hosp,70
2024-11-16,10,Delaware,wk inc covid hosp,hosp,18
2024-11-16,11,District of Columbia,wk inc covid hosp,hosp,17
2024-11-16,12,Florida,wk inc covid hosp,hosp,333
2024-11-16,13,Georgia,wk inc covid hosp,hosp,80
2024-11-16,15,Hawaii,wk inc covid hosp,hosp,20
2024-11-16,16,Idaho,wk inc covid hosp,hosp,22
2024-11-16,17,Illinois,wk inc covid hosp,hosp,219
2024-11-16,18,Indiana,wk inc covid hosp,hosp,145
2024-11-16,19,Iowa,wk inc covid hosp,hosp,43
2024-11-16,20,Kansas,wk inc covid hosp,hosp,47
2024-11-16,21,Kentucky,wk inc covid hosp,hosp,102
2024-11-16,22,Louisiana,wk inc covid hosp,hosp,67
2024-11-16,23,Maine,wk inc covid hosp,hosp,25
2024-11-16,24,Maryland,wk inc covid hosp,hosp,69
2024-11-16,25,Massachusetts,wk inc covid hosp,hosp,296
2024-11-16,26,Michigan,wk inc covid hosp,hosp,653
2024-11-16,27,Minnesota,wk inc covid hosp,hosp,193
2024-11-16,28,Mississippi,wk inc covid hosp,hosp,37
