location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-22,CFA_Pyrenew-Pyrenew_E_RSV,0.0018650479151836347,0.002014575348081302,0.0020980730655942572,0.0021863450560774917,0.0023956871903560617,0.0019,0.002,0.0021,0.0022,0.0024,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-29,CFA_Pyrenew-Pyrenew_E_RSV,0.0020304132154797994,0.0024478875676849773,0.0026844706436189216,0.00296467092420917,0.003751712329045878,0.002,0.0024,0.0027,0.003,0.0038,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,CFA_Pyrenew-Pyrenew_HE_RSV,1621.875,2027,2259,2544,3223,1600,2000,2300,2500,3200,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-22,CFA_Pyrenew-Pyrenew_HE_RSV,0.001837866286222353,0.0019995513328464653,0.0020833689865935295,0.0021717372196316718,0.0023567042635310198,0.0018,0.002,0.0021,0.0022,0.0024,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2025-11-22,2025-11-29,CFA_Pyrenew-Pyrenew_HE_RSV,1850.975,2497.25,2896.5,3435.5,4991.124999999999,1900,2500,2900,3400,5000,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-29,CFA_Pyrenew-Pyrenew_HE_RSV,0.0019481536360902104,0.0023953705230611824,0.0026491339809057404,0.0029639919636618123,0.003719381011561915,0.0019,0.0024,0.0026,0.003,0.0037,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,CFA_Pyrenew-Pyrenew_H_RSV,1398.8999999999999,1605,1711,1824.25,2078.075,1400,1600,1700,1800,2100,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_RSV
United States,US,1,wk inc rsv hosp,hosp,2025-11-22,2025-11-29,CFA_Pyrenew-Pyrenew_H_RSV,1446.925,1836,2051,2304,2999.174999999999,1400,1800,2100,2300,3000,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-11-19,Pyrenew_Hospital_Admissions_RSV
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,RSVHub-baseline,0,1213.5,1432,1650.5,3324.499999999998,0,1200,1400,1700,3300,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,1,wk inc rsv hosp,hosp,2025-11-22,2025-11-29,RSVHub-baseline,0,823.8095505955056,1432,2059.7461824618244,4334.577319773192,0,820,1400,2100,4300,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,2,wk inc rsv hosp,hosp,2025-11-22,2025-12-06,RSVHub-baseline,0,592.3487684876844,1432,2297.7128446284455,4829.729023790237,0,590,1400,2300,4800,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-22,RSVHub-baseline,0,0.0013250000000000007,0.0015,0.0016749999999999994,0.0030874999999999982,0,0.0013,0.0015,0.0017,0.0031,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-29,RSVHub-baseline,0,0.0011000000000000003,0.0015,0.0018999999999999998,0.003393243457434572,0,0.0011,0.0015,0.0019,0.0034,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,2,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-12-06,RSVHub-baseline,0,9.060595605956067e-4,0.0015,0.0020999999999999994,0.0037867140671406607,0,9.1e-4,0.0015,0.0021,0.0038,RSVHub-hub-models,2025-11-19,RSVHub baseline model
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,RSVHub-ensemble,1107.9914975,1557,1902,2336,3223,1100,1600,1900,2300,3200,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv hosp,hosp,2025-11-22,2025-11-29,RSVHub-ensemble,1107,1763,2293,2922,4614,1100,1800,2300,2900,4600,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv hosp,hosp,2025-11-22,2025-12-06,RSVHub-ensemble,1165.82916625,1721.3108310542857,2226.04038875,2765.1490439457143,4065.13070875,1200,1700,2200,2800,4100,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-22,RSVHub-ensemble,0.0012667310128996177,0.0016448804431682643,0.0019010630401847803,0.0022273860500868943,0.002988818766093096,0.0013,0.0016,0.0019,0.0022,0.003,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-11-29,RSVHub-ensemble,0.001344938396437729,0.0018972498067422999,0.0022940795549438106,0.0027981736436580745,0.004096245203719687,0.0013,0.0019,0.0023,0.0028,0.0041,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv prop ed visits,prop_ed,2025-11-22,2025-12-06,RSVHub-ensemble,7.41885924157836e-4,0.001526330357911451,0.0021509039348393934,0.0030289257580870237,0.005483209193697496,7.4e-4,0.0015,0.0022,0.003,0.0055,RSVHub,2025-11-19,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,UM-DeepOutbreak,1107.9914975,1374.1123085,1456.4515775,1538.5391415,1804.6599525,1100,1400,1500,1500,1800,"University of Michigan, Computer Science and Engineering",2025-11-19,DeepOutbreak
United States,US,1,wk inc rsv hosp,hosp,2025-11-22,2025-11-29,UM-DeepOutbreak,1036.0392625,1404.229834244,1606.6689265,1808.319915756,2176.5104875,1000,1400,1600,1800,2200,"University of Michigan, Computer Science and Engineering",2025-11-19,DeepOutbreak
United States,US,2,wk inc rsv hosp,hosp,2025-11-22,2025-12-06,UM-DeepOutbreak,1167.6583325,1455.6216621085714,1804.0807775,2014.2980878914288,2302.2614175,1200,1500,1800,2000,2300,"University of Michigan, Computer Science and Engineering",2025-11-19,DeepOutbreak
United States,US,0,wk inc rsv hosp,hosp,2025-11-22,2025-11-22,UGA_flucast-INFLAenza,1038,1557,1902,2336,3388,1000,1600,1900,2300,3400,UGA_flucast,2025-11-19,INFLAenza
