location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CEPH-Rtrend_covid,4235,5224,5859,6560,7985,4200,5200,5900,6600,8000,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CEPH-Rtrend_covid,2862,4164,5113,6241,8811,2900,4200,5100,6200,8800,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-01-31,2026-02-14,CEPH-Rtrend_covid,1919,3280,4389,5828,9476,1900,3300,4400,5800,9500,CEPH Lab at Indiana University,2026-01-28,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CFA-EpiAutoGP,4465.6692,4998.052,5306.5788,5649.1724,6422.9852,4500,5000,5300,5600,6400,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CFA-EpiAutoGP,3473.1159,4145.7559,4551.1647,5033.4351,6146.9552,3500,4100,4600,5000,6100,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-01-31,2026-02-14,CFA-EpiAutoGP,2842.8133,3607.868,4111.7256,4720.6949,6304.1836,2800,3600,4100,4700,6300,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-28,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_E_COVID,0.005515678561722869,0.006275823781632527,0.006760507741135975,0.007298118415428481,0.008572093172802067,0.0055,0.0063,0.0068,0.0073,0.0086,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_E_COVID,0.004102906587025974,0.005708220820214675,0.006941571642796533,0.008323093993191527,0.012668933672089523,0.0041,0.0057,0.0069,0.0083,0.013,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,5121.9749999999995,6036.75,6537,7116.5,8341.399999999998,5100,6000,6500,7100,8300,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,0.005288635829774522,0.006118291263458975,0.006616003188702186,0.007132891198328341,0.00835971016496334,0.0053,0.0061,0.0066,0.0071,0.0084,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_HE_COVID,4234.8,5547,6453,7564,11012.324999999999,4200,5500,6500,7600,11000,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_HE_COVID,0.0038496936134956635,0.005471535365744852,0.006617615361413832,0.007971012107824157,0.01185864530913405,0.0038,0.0055,0.0066,0.008,0.012,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CFA_Pyrenew-Pyrenew_H_COVID,3671.975,4170.75,4476,4790,5581.0999999999995,3700,4200,4500,4800,5600,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CFA_Pyrenew-Pyrenew_H_COVID,2112.9249999999997,2903.75,3456,4110,5986.0250000000005,2100,2900,3500,4100,6000,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-28,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CMU-TimeSeries,3871.3241882887946,5451.000614370256,6199.8327224796885,6956.980033096558,9932.351836646083,3900,5500,6200,7000,9900,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CMU-TimeSeries,3644.4568080407926,5552.073834216437,6655.62475684739,7942.751211037928,12944.929642429284,3600,5600,6700,7900,12900,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-01-31,2026-02-14,CMU-TimeSeries,3362.612129838981,5547.658539061419,6811.302633106381,8730.44614570904,14313.824504001468,3400,5500,6800,8700,14300,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,CMU-TimeSeries,0.004613793194057874,0.0058223468192084545,0.006452769293557254,0.007155998302841817,0.009278066293767203,0.0046,0.0058,0.0065,0.0072,0.0093,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-07,CMU-TimeSeries,0.004040436691380175,0.005371157265104046,0.006337621417166967,0.007578190004418799,0.010778505594115084,0.004,0.0054,0.0063,0.0076,0.011,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-14,CMU-TimeSeries,0.003528745086427081,0.00497589095406751,0.006262098133166596,0.00798452260860693,0.012555274913485633,0.0035,0.005,0.0063,0.008,0.013,Carnegie Mellon Delphi Group,2026-01-28,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CovidHub-baseline,3908.5,5150.75,5782,6413.25,7655.5,3900,5200,5800,6400,7700,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2026-01-31,2026-02-07,CovidHub-baseline,2605.7092868428686,4836.002412524125,5782,6726.706539565394,8948.885669606683,2600,4800,5800,6700,8900,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2026-01-31,2026-02-14,CovidHub-baseline,1980.3673011730125,4595.1008635086355,5782,6973.600128501285,9578.891798167977,2000,4600,5800,7000,9600,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,CovidHub-baseline,0.002800000000000002,0.0058,0.0066,0.0074,0.010399999999999998,0.0028,0.0058,0.0066,0.0074,0.01,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-07,CovidHub-baseline,0.0012000000000000005,0.004999999999999998,0.0066,0.008200000000000002,0.012045109351093503,0.0012,0.005,0.0066,0.0082,0.012,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-02-14,CovidHub-baseline,7.68126181261856e-5,0.004500000000000002,0.0066,0.008699999999999998,0.013172251747517488,7.7e-5,0.0045,0.0066,0.0087,0.013,CovidHub-hub-models,2026-01-28,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2026-01-31,2026-01-31,CovidHub-ensemble,4222.83,5201.322317293847,5806.897938382249,6385.1264705050335,7730.356933333333,4200,5200,5800,6400,7700,CovidHub,2026-01-28,Ensemble model using CovidHub submissions
