location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.2648894686520693,1.739374790791275,2.315519941341432,4222.83,5806.897938382249,7730.356933333333,1.26,1.74,2.32,4200,5800,7700,wk inc covid hosp,hosp,2026-01-31,2026-01-31,2026-01-28,"January 31, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
United States,1,1.0403231305352223,1.6869887292962589,2.6392114075852886,3473.1159,5632.007216666667,8811,1.04,1.69,2.64,3500,5600,8800,wk inc covid hosp,hosp,2026-02-07,2026-01-31,2026-01-28,"February 07, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
United States,2,0.8470030105217548,1.477615156051521,2.714152972315523,2827.7172128985694,4933.014120260172,9061.19220701317,0.85,1.48,2.71,2800,4900,9100,wk inc covid hosp,hosp,2026-02-14,2026-01-31,2026-01-28,"February 14, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.004613793194057874,0.006452769293557254,0.009278066293767203,NA,NA,NA,0.0046,0.0065,0.0093,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,2026-01-28,"January 31, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.0038496936134956635,0.006337621417166967,0.010778505594115084,NA,NA,NA,0.0038,0.0063,0.011,wk inc covid prop ed visits,prop_ed,2026-02-07,2026-01-31,2026-01-28,"February 07, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.0035235023173849434,0.006206638483213106,0.011481256405011755,NA,NA,NA,0.0035,0.0062,0.011,wk inc covid prop ed visits,prop_ed,2026-02-14,2026-01-31,2026-01-28,"February 14, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,0,0.05558431771525175,0.6150207229235329,2.1988408985878505,2.8333333333333335,31.349826472222226,112.08285841666665,0.06,0.62,2.2,3,30,110,wk inc covid hosp,hosp,2026-01-31,2026-01-31,2026-01-28,"January 31, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,1,0.07193264645503167,0.7183528082254503,2.732120071542903,3.6666666666666665,36.61703588888889,139.26602300000002,0.07,0.72,2.73,4,40,140,wk inc covid hosp,hosp,2026-02-07,2026-01-31,2026-01-28,"February 07, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,2,0.01961799448773591,0.7520231220298765,2.8925642983583946,1,38.333333333333336,147.44444444444446,0.02,0.75,2.89,1,40,150,wk inc covid hosp,hosp,2026-02-14,2026-01-31,2026-01-28,"February 14, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00258874766798815,0.00410449123772192,0.006499817423636644,NA,NA,NA,0.0026,0.0041,0.0065,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-31,2026-01-28,"January 31, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.002438944936516287,0.004336620833272297,0.007938187009817568,NA,NA,NA,0.0024,0.0043,0.0079,wk inc covid prop ed visits,prop_ed,2026-02-07,2026-01-31,2026-01-28,"February 07, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.002089680532517426,0.004081697532222816,0.008201822720851827,NA,NA,NA,0.0021,0.0041,0.0082,wk inc covid prop ed visits,prop_ed,2026-02-14,2026-01-31,2026-01-28,"February 14, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alaska,0,0.17173012953603672,0.5742708913169486,1.4831838713933518,1.2222222222222223,4.087149103300768,10.555982762932338,0.17,0.57,1.48,1,4,10,wk inc covid hosp,hosp,2026-01-31,2026-01-31,2026-01-28,"January 31, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
Alaska,1,0.14050646962039368,0.7389017802491692,1.6945080236219479,1,5.258845249229164,12.06,0.14,0.74,1.69,1,5,10,wk inc covid hosp,hosp,2026-02-07,2026-01-31,2026-01-28,"February 07, 2026","January 28, 2026","January 31, 2026",CovidHub-ensemble
