location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,1.6258457552572791,2.141253248908321,2.763453143424718,5427.881566592142,7148.568061621462,9225.780692192746,1.63,2.14,2.76,5428,7149,9226,wk inc covid hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
US,1,1.3082013269970023,2.1188425484515303,3.0974301999192044,4367.42651954383,7073.75,10340.762173522911,1.31,2.12,3.1,4367,7074,10341,wk inc covid hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
US,2,1.1376283097234596,2.1114246734837634,3.386062497939202,3797.968972157635,7048.985444893446,11304.360303837531,1.14,2.11,3.39,3798,7049,11304,wk inc covid hosp,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,0,1.59912648221967,2.4921248266511418,3.4213237442320104,81.5132496453374,127.0325989850329,174.39722222222224,1.6,2.49,3.42,82,127,174,wk inc covid hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,1,1.3736771046822072,2.49148529994246,4.058627039233308,70.021281,127,206.88287183333333,1.37,2.49,4.06,70,127,207,wk inc covid hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,2,1.1712731855718441,2.4349854758177814,4.455807367086205,59.704022564796816,124.12,227.12858696497904,1.17,2.43,4.46,60,124,227,wk inc covid hosp,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alaska,0,0.24978927932514428,0.830837833053023,1.9670905746855114,1.7777777777777777,5.91316425,14,0.25,0.83,1.97,2,6,14,wk inc covid hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alaska,1,0.18734195949385823,0.8207758199433915,2.248103513926299,1.3333333333333333,5.8415517958773115,16,0.19,0.82,2.25,1,6,16,wk inc covid hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alaska,2,0.18777412460956766,0.7474714284818341,2.737066028205269,1.3364091,5.319836378362346,19.48,0.19,0.75,2.74,1,5,19,wk inc covid hosp,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Arizona,0,0.5921601252203904,1.0805749384344256,1.6328241466715117,43.90302407749735,80.114323,121.05833333333334,0.59,1.08,1.63,44,80,121,wk inc covid hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Arizona,1,0.5125406559387412,1.0892115721968816,2.0338272636680284,38,80.754647,150.7888888888889,0.51,1.09,2.03,38,81,151,wk inc covid hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
