location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-03-15,2025-03-15,CFA_Pyrenew-Pyrenew_HE_COVID,7203.975,8128.75,8588.5,9074.5,10135.374999999998,7204,8129,8588,9074,10135,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-12,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-03-15,2025-03-22,CFA_Pyrenew-Pyrenew_HE_COVID,5330.925,7072,8111,9322.25,13010.624999999996,5331,7072,8111,9322,13011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-12,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-03-15,2025-03-15,CEPH-Rtrend_covid,5839,7369,8362,9454,11701,5839,7369,8362,9454,11701,CEPH Lab at Indiana University,2025-03-12,Rtrend COVID
US,US,1,2025-03-15,2025-03-22,CEPH-Rtrend_covid,3978,5979,7427,9164,13111,3978,5979,7427,9164,13111,CEPH Lab at Indiana University,2025-03-12,Rtrend COVID
US,US,2,2025-03-15,2025-03-29,CEPH-Rtrend_covid,2684,4727,6356,8433,13424,2684,4727,6356,8433,13424,CEPH Lab at Indiana University,2025-03-12,Rtrend COVID
US,US,0,2025-03-15,2025-03-15,CFA_Pyrenew-Pyrenew_H_COVID,5297.25,6791.25,7723.5,8932.75,12010.549999999997,5297,6791,7724,8933,12011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-12,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-03-15,2025-03-22,CFA_Pyrenew-Pyrenew_H_COVID,3091.375,5269.5,6868,9013.75,18734.47499999999,3091,5270,6868,9014,18734,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-12,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-03-15,2025-03-15,CMU-TimeSeries,5101.594950015028,7232.316747699657,8185.397483052646,9900.673127490214,14881.621124932519,5102,7232,8185,9901,14882,Carnegie Mellon Delphi Group,2025-03-12,AR ensemble with auxiliary data
US,US,1,2025-03-15,2025-03-22,CMU-TimeSeries,4168.553200341194,6577.745393763483,7680.311276390055,10257.79616354156,17848.678265915813,4169,6578,7680,10258,17849,Carnegie Mellon Delphi Group,2025-03-12,AR ensemble with auxiliary data
US,US,2,2025-03-15,2025-03-29,CMU-TimeSeries,3571.8306621388865,6047.827322826048,7308.470773000878,10536.58469117395,20561.29630840535,3572,6048,7308,10537,20561,Carnegie Mellon Delphi Group,2025-03-12,AR ensemble with auxiliary data
US,US,0,2025-03-15,2025-03-15,CMU-climate_baseline,6166.836015416113,9713.341347065896,14155.19437746851,18985.8700266424,27619.28895592905,6167,9713,14155,18986,27619,Carnegie Mellon Delphi Group,2025-03-12,climatological baseline
