location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-04-26,2025-04-26,CEPH-Rtrend_covid,3409,4277,4840,5465,6755,3409,4277,4840,5465,6755,CEPH Lab at Indiana University,2025-04-23,Rtrend COVID
US,US,1,2025-04-26,2025-05-03,CEPH-Rtrend_covid,2317,3422,4239,5220,7475,2317,3422,4239,5220,7475,CEPH Lab at Indiana University,2025-04-23,Rtrend COVID
US,US,2,2025-04-26,2025-05-10,CEPH-Rtrend_covid,1567,2685,3590,4759,7611,1567,2685,3590,4759,7611,CEPH Lab at Indiana University,2025-04-23,Rtrend COVID
US,US,0,2025-04-26,2025-04-26,CFA_Pyrenew-Pyrenew_HE_COVID,4345.875,4996.75,5328.5,5676,6484,4346,4997,5328,5676,6484,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-23,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,1,2025-04-26,2025-05-03,CFA_Pyrenew-Pyrenew_HE_COVID,3194.75,4225,4886,5658.25,7817.249999999999,3195,4225,4886,5658,7817,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-23,Pyrenew_Hospital_Admissions_ED_Visits_COVID
US,US,0,2025-04-26,2025-04-26,CFA_Pyrenew-Pyrenew_H_COVID,3548.85,4354.25,4796,5354.25,6574.149999999999,3549,4354,4796,5354,6574,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-23,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-04-26,2025-05-03,CFA_Pyrenew-Pyrenew_H_COVID,2351.975,3596,4373.5,5387.75,8725.199999999999,2352,3596,4374,5388,8725,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-23,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-04-26,2025-04-26,CMU-TimeSeries,2553.181564427203,4289.195330321208,4995.633141196646,6077.487625861842,9675.517388753202,2553,4289,4996,6077,9676,Carnegie Mellon Delphi Group,2025-04-23,AR ensemble with auxiliary data
US,US,1,2025-04-26,2025-05-03,CMU-TimeSeries,1868.8162859238096,3859.6588694850234,4749.2450158378,6405.930549653394,12206.809656178833,1869,3860,4749,6406,12207,Carnegie Mellon Delphi Group,2025-04-23,AR ensemble with auxiliary data
US,US,2,2025-04-26,2025-05-10,CMU-TimeSeries,1553.154037739871,3442.3506315895684,4641.656143999089,6780.533677527979,14435.09849135991,1553,3442,4642,6781,14435,Carnegie Mellon Delphi Group,2025-04-23,AR ensemble with auxiliary data
US,US,0,2025-04-26,2025-04-26,CMU-climate_baseline,1116,2896.1250000000005,3800.0000000000005,5196.166666666667,8162.2249999999995,1116,2896,3800,5196,8162,Carnegie Mellon Delphi Group,2025-04-23,climatological baseline
US,US,1,2025-04-26,2025-05-03,CMU-climate_baseline,1115.5,2611.75,3536.0000000000005,5161.916666666667,7580.770833333333,1116,2612,3536,5162,7581,Carnegie Mellon Delphi Group,2025-04-23,climatological baseline
US,US,2,2025-04-26,2025-05-10,CMU-climate_baseline,1115,1870.7083333333335,3313.5,4543.125000000002,6814.2499999999945,1115,1871,3314,4543,6814,Carnegie Mellon Delphi Group,2025-04-23,climatological baseline
US,US,0,2025-04-26,2025-04-26,CovidHub-baseline,2048.6250000000005,4533,5321,6109.000000000001,8593.375,2049,4533,5321,6109,8593,CovidHub-hub-models,2025-04-23,CovidHub baseline model
US,US,1,2025-04-26,2025-05-03,CovidHub-baseline,1062.9884011340118,4176.395801458015,5321,6470.775875258752,9573.676530015297,1063,4176,5321,6471,9574,CovidHub-hub-models,2025-04-23,CovidHub baseline model
US,US,2,2025-04-26,2025-05-10,CovidHub-baseline,426.4871681216824,3855.53534785348,5321,6799.640671406716,10231.931918819188,426,3856,5321,6800,10232,CovidHub-hub-models,2025-04-23,CovidHub baseline model
