location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CEPH-Rtrend_covid,3324,4176,4732,5345,6607,3324,4176,4732,5345,6607,CEPH Lab at Indiana University,2025-04-16,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CEPH-Rtrend_covid,2127,3147,3899,4805,6874,2127,3147,3899,4805,6874,CEPH Lab at Indiana University,2025-04-16,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,CEPH-Rtrend_covid,1360,2332,3129,4148,6666,1360,2332,3129,4148,6666,CEPH Lab at Indiana University,2025-04-16,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CFA_Pyrenew-Pyrenew_HE_COVID,4468.95,4870,5074,5324.25,5873.025,4469,4870,5074,5324,5873,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-16,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CFA_Pyrenew-Pyrenew_HE_COVID,3541.6749999999997,4358.75,4841.5,5500.75,7063.199999999999,3542,4359,4842,5501,7063,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-16,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CFA_Pyrenew-Pyrenew_H_COVID,4094.95,4251,4345,4441,4586.25,4095,4251,4345,4441,4586,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-16,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CFA_Pyrenew-Pyrenew_H_COVID,3446.75,3624,3743,3859,4033.1499999999996,3447,3624,3743,3859,4033,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-04-16,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CMU-TimeSeries,2223.3624950203657,4043.0356814997476,4826.540402799674,5924.496147869331,9719.514594149801,2223,4043,4827,5924,9720,Carnegie Mellon Delphi Group,2025-04-16,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CMU-TimeSeries,1479.1220078348665,3465.3549228202182,4412.2175795079265,6070.007149230265,12096.30545600536,1479,3465,4412,6070,12096,Carnegie Mellon Delphi Group,2025-04-16,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,CMU-TimeSeries,1430.734699455474,3073.965717735559,4138.078909273729,6399.926903696183,14355.02403092483,1431,3074,4138,6400,14355,Carnegie Mellon Delphi Group,2025-04-16,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CMU-climate_baseline,1205,3197.625,4186.5,5410.625000000003,8899.158333333333,1205,3198,4186,5411,8899,Carnegie Mellon Delphi Group,2025-04-16,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CMU-climate_baseline,1116,2897.7083333333335,4030.0000000000005,5199.208333333333,8162.2249999999995,1116,2898,4030,5199,8162,Carnegie Mellon Delphi Group,2025-04-16,climatological baseline
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,CMU-climate_baseline,1115.5,2625.9583333333335,3795.7500000000005,5164.333333333334,7581.270833333333,1116,2626,3796,5164,7581,Carnegie Mellon Delphi Group,2025-04-16,climatological baseline
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CovidHub-baseline,2079.9,4343,5352,6361.000000000001,8624.1,2080,4343,5352,6361,8624,CovidHub-hub-models,2025-04-16,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CovidHub-baseline,1014.7718999690001,4149.390658906589,5352,6559.561390613907,9678.53202407024,1015,4149,5352,6560,9679,CovidHub-hub-models,2025-04-16,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,CovidHub-baseline,324.7405276552753,3785.090300903007,5352,6898.465009650094,10393.154321543216,325,3785,5352,6898,10393,CovidHub-hub-models,2025-04-16,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,CovidHub-ensemble,3494.25409579888,4447.08558409267,4950.27020139984,5727.4289553158,7034.79904673235,3494,4447,4950,5727,7035,CovidHub,2025-04-16,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,CovidHub-ensemble,2985.25,3633.55607365711,4589.69775390625,5665.41526490714,7631.00905357686,2985,3634,4590,5665,7631,CovidHub,2025-04-16,Ensemble model using CovidHub submissions
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,CovidHub-ensemble,1527.11,3582.73,4441.41,5427.84,7683.87,1527,3583,4441,5428,7684,CovidHub,2025-04-16,Ensemble model using CovidHub submissions
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,Google_SAI-Ensemble,4717.24072704393,5137.306741255724,5387.090330439959,5669.415613268327,6304.670093415942,4717,5137,5387,5669,6305,Google Science AI,2025-04-16,Ensemble Model
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,Google_SAI-Ensemble,4711.476870557767,5132.4387556245565,5384.009071981419,5665.4152649071375,6292.064812455035,4711,5132,5384,5665,6292,Google Science AI,2025-04-16,Ensemble Model
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,Google_SAI-Ensemble,4547.190865602615,4993.243692034333,5259.567744175037,5555.571828979426,6206.823895013925,4547,4993,5260,5556,6207,Google Science AI,2025-04-16,Ensemble Model
United States,US,0,wk inc covid hosp,hosp,2025-04-19,2025-04-19,JHU_CSSE-CSSE_Ensemble,2811.6852176717707,4116.06854811235,4822.324896880076,5540.854797694938,6896.36542907501,2812,4116,4822,5541,6896,The Center for Systems Science and Engineering at Johns Hopkins University,2025-04-16,CSSE Ensemble
United States,US,1,wk inc covid hosp,hosp,2025-04-19,2025-04-26,JHU_CSSE-CSSE_Ensemble,2052.000484071526,3521.462757496397,4344.754746021681,5187.863355202853,6808.520815712622,2052,3521,4345,5188,6809,The Center for Systems Science and Engineering at Johns Hopkins University,2025-04-16,CSSE Ensemble
United States,US,2,wk inc covid hosp,hosp,2025-04-19,2025-05-03,JHU_CSSE-CSSE_Ensemble,1385.8094074906603,2851.0769845109708,3771.053900338603,4726.695939489344,6597.881009256565,1386,2851,3771,4727,6598,The Center for Systems Science and Engineering at Johns Hopkins University,2025-04-16,CSSE Ensemble
