location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,CEPH-Rtrend_rsv,5086,6043,6647,7307,8603,5086,6043,6647,7307,8603,CEPH Lab at Indiana University,2026-01-07,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-01-10,2026-01-17,CEPH-Rtrend_rsv,4950,6295,7211,8235,10396,4950,6295,7211,8235,10396,CEPH Lab at Indiana University,2026-01-07,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-01-10,2026-01-24,CEPH-Rtrend_rsv,4672,6335,7525,8913,11949,4672,6335,7525,8913,11949,CEPH Lab at Indiana University,2026-01-07,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,CFA_Pyrenew-Pyrenew_E_RSV,0.004286216033676885,0.0046639218910073076,0.004874233924174614,0.005106911442295561,0.005550310928493082,0.0043,0.0047,0.0049,0.0051,0.0056,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-17,CFA_Pyrenew-Pyrenew_E_RSV,0.003168281184713566,0.004023369743839991,0.0045067949091449,0.005034776459716046,0.006254901021169893,0.0032,0.004,0.0045,0.005,0.0063,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,CFA_Pyrenew-Pyrenew_HE_RSV,3913.825,4804,5307.5,5861,7005.249999999999,3914,4804,5308,5861,7005,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-10,CFA_Pyrenew-Pyrenew_HE_RSV,0.0045871408592827205,0.005116016418182639,0.00545827569691538,0.00582072920195694,0.006571087553856311,0.0046,0.0051,0.0055,0.0058,0.0066,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-01-10,2026-01-17,CFA_Pyrenew-Pyrenew_HE_RSV,3422.7,4642.5,5430,6432.25,8645.175,3423,4642,5430,6432,8645,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-01-10,2026-01-17,CFA_Pyrenew-Pyrenew_HE_RSV,0.0036583080519382786,0.004816641256463946,0.0055232795784751956,0.00642552730578864,0.008316687427949278,0.0037,0.0048,0.0055,0.0064,0.0083,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-01-10,2026-01-10,CFA_Pyrenew-Pyrenew_H_RSV,6096.9000000000005,6761.5,7075,7367,8232.574999999997,6097,6762,7075,7367,8233,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-07,Pyrenew_Hospital_Admissions_RSV
